paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICML_2024_oral_106,1,"p(u)=\prod_{i=1}^{n}p(u_{i}|u_{1},...,u_{i-1},\Theta)",,"P(u_{t} | u_{1}, ..., u_{t-1})","Probability of the next word \(u_{t}\) given the previous words \(u_{1}, ..., u_{t-1}\)."
ICML_2024_oral_106,2,L=-log\;p(u),,"L=-\sum_{i=1}^{n}\log p(u_{i}|u_{1},...,u_{i-1},\Theta)",Negative log-likelihood of the target words.
ICML_2024_oral_106,3,"p(x)=\prod_{i=1}^{n}p(x_{i}|x_{1},...,x_{i-1},\Theta)",,"p(x)=\prod_{i=1}^{n}p(x_{i}|x_{1},...,x_{i-1},\Theta)","Probability of each pixel \(x_{i}\) based on the preceding pixels \(x_{1},...,x_{i-1}\) in the sequence."
ICML_2024_oral_106,4,L=-log\;p(x),,"L=-\sum_{i=1}^{n}\log p(x_{i}|x_{1},...,x_{i-1},\Theta)",Negative log-likelihood of predicting each pixel \(x_{i}\) based on preceding pixels.
ICML_2024_oral_106,5,"p(s)=\prod_{i=1}^{n}p(s_{i}|s_{1},...,s_{i-1},\Theta)",,"p(s)=\prod_{i=1}^{n}p(s_{i}|s_{1},...,s_{i-1},\Theta)","Autoregressive probability of clusters \(s_{i}\) based on preceding clusters \(s_{1},...,s_{i-1}\)."
ICML_2024_oral_106,6,"L_{G}=-\sum_{i=1}^{n}cosine(G(f(x_{s_{1}:s_{i-1}});\theta_{G}),f_{\phi }(x)_{s_{i}})","where \(f(\cdot)\) is the encoder, \(f_{\phi}(x)_{s_{i}}\) is the semantically enriched tokens corresponding to the cluster \(s_{i}\), \(G(\cdot;\ \theta_{G})\) is the generative decoder for autoregressive prediction, and \(cosine\) is the cosine similarity loss",p(s_{i})=G(f_{\phi}(x)_{s_{i}};\\theta_{G}),"where \(f(\cdot)\) is the encoder, \(f_{\phi}(x)_{s_{i}}\) is the semantically enriched tokens corresponding to the cluster \(s_{i}\), \(G(\cdot;\ \theta_{G})\) is the generative decoder for autoregressive prediction, and \(cosine\) is the cosine similarity loss."
ICML_2024_oral_106,7,"L_{D}=-\sum_{i=1}^{n}cosine(D(f(x_{s_{1}:s_{i-1}});\theta_{D}),f_{\phi}(x)_{s_{1}:s_{i-1}})","where \(D(\cdot;\ \theta_{D})\) is the discriminative decoder, tasked with predicting the semantic tokens of visible pixels",L_{D}=-\sum_{i=1}^{n}D(f_{\phi}(x)_{s_{i}};\theta_{D}),"where \(D(\cdot;\ \theta_{D})\) is the discriminative decoder, tasked with predicting the semantic tokens of visible pixels."
ICML_2024_oral_107,1,"L_{eval}=-\log p_{M}(<\)cc\(>\)\(|X_{l},X_{r})",,L_{eval}=-\sum_{i=1}^{N} y_i\log(\hat{y}_i),"Cross-entropy loss for self-assessment, where \(y_i\) is the true label and \(\hat{y}_i\) is the predicted probability for the \(i\)-th instance."
ICML_2024_oral_107,2,"L_{gen}=-\log p_{M}(Y|X_{l},X_{r},CC),& if label\\-\log p_{M}(Y|X_{l},X_{r}),&otherwise",,"L_{gen}=-\log p_{M}(Y\|\<fim\_middle>\, X_{l}, X_{r}, CC)",Cross-entropy loss for code generation based on the tokens following the special token \(<\text{fim\_middle}>\).
ICML_2024_oral_107,3,"ES(\hat{Y},Y)=\frac{1-Lev(\hat{Y},Y)}{\max(|\hat{Y}|,|Y|)}",where \(Lev\) is the Levenshtein distance (Levenshtein et al,L_{final}=\lambdaL_{eval}+L_{gen},"The final training objective, which is a weighted combination of the self-assessment loss \(\mathcal{L}_{eval}\) and the code generation loss \(\mathcal{L}_{gen}\)."
ICML_2024_oral_109,1,"\operatorname*{arg\,max}_{k=1,\dots,K}\,\cos(\phi(x),\psi(t_{k}))",,\hat{y}=\arg\max_{k}\frac{\phi(x)\cdot\psi(t_{k})}{\|\phi(x)\|\|\psi(t_{k})\|},where \(\hat{y}\) is the predicted class label for the image \(x\).
ICML_2024_oral_109,2,"f_{k}(\phi,x)=\cos(\phi(x),\psi(t_{k}))=\langle\frac{\phi(x)}{\|\phi (x)\|_{2}},\frac{\psi(t_{k})}{\|\psi(t_{k})\|_{2}}\rangle",,"f(x)=\cos(\phi(x),\psi(t_{k}))\quadfor  k=1,\dots,K",Logits of the classifier \(f\) defined by the cosine similarity between the image embedding \(\phi(x)\) and the text embeddings \(\psi(t_{k})\).
ICML_2024_oral_109,3,"\operatorname*{arg\,max}_{k=1,\dots,K}\,f_{k}(\phi,z)\neq y,\quad\|z-x\|_{p}\leq\varepsilon,\quad z\in I",where \(\varepsilon\) is the perturbation size,\| z-x\|_{p}\leq\varepsilon,where \(\varepsilon\) is the perturbation size
ICML_2024_oral_109,4,"L_{TeCoA}(y,f(\phi,x))=-\log(\frac{e^{f_{y}(\phi,x)}}{\sum_{k=1}^ {K}e^{f_{k}(\phi,x)}})",,"L_{TeCoA}=-\frac{1}{N}\sum_{i=1}^{N}\sum_{k=1}^{K} y_{i,k}\log\left(\frac{e^{f_{k}(\phi,x_{i})}}{\sum_{j=1}^{K} e^{f_{j}(\phi,x_{i})}}\right)","where \(\mathcal{L}_{\text{TeCoA}}\) is the loss function, \(N\) is the number of training samples, \(y_{i,k}\) is the ground truth label for sample \(i\) and class \(k\), and \(f_{k}(\phi,x_{i})\) are the logits for the \(i\)-th sample."
ICML_2024_oral_109,5,"\phi_{FT}=\operatorname*{arg\,min}_{\phi}\sum_{i=1}^{n}\max_{\|z-x_{i}\|_{\infty}\leq\varepsilon}L_{TeCoA}(y_{i},f(\phi,z))",where the inner problem is approximately solved with projected gradient descent (PGD) during training and \(\phi_{\mathrm{FT}}\) indicates the weights of the robust CLIP vision encoder,"L_{TeCoA}(y,f(\phi_{FT},x))=\frac{1}{n}\sum_{i=1}^{n}L_{TeCoA}(y_{i},f(\phi_{FT},x_{i}))","where \(L_{\text{TeCoA}}\) is the loss function, \(n\) is the number of training samples, and \(\phi_{\mathrm{FT}}\) represents the fine-tuned weights of the CLIP vision encoder."
ICML_2024_oral_109,6,"L_{FARE}(\phi,x)=\max_{\|z-x\|_{\infty}\leq\varepsilon}\|\phi(z)-\phi_{Org}(x)\|_{2}^{2}",,L_{unsupervised}(x)=\|\phi_{Org}(x)-\phi_{FT}(x)\|_{2}^{2}+\betaL_{adv}(x),where \(\beta\) is the weight for the unsupervised loss and \(\mathcal{L}_{\text{adv}}\) is the adversarial loss computed over the perturbed image embeddings.
ICML_2024_oral_109,7,"\phi_{FT}=\operatorname*{arg\,min}_{\phi}\sum_{i=1}^{n}L_{ FARE}(\phi,x_{i})",,"\phi_{FT}=\operatorname*{arg\,min}_{\phi}\sum_{i=1}^{n}L_{FARE}(\phi,x_{i})","where \(L_{\text{FARE}}(\phi,x)\) is the embedding loss that ensures the features of perturbed points remain close to those of the original model."
ICML_2024_oral_109,8,"|\cos(\phi_{FT}(x),\psi(t))-\cos(\phi_{Org},\psi(t))| || \leq\min(\frac{2}{\|\phi_{Org}(x)\|_{2}},\frac{2}{\|\phi_{FT}(x)\|_{2}})\|\phi_{FT}(x)-\phi_{Org}(x)\|_{2}",,"\|\phi_{FT}(x)-\phi_{Org}(x)\|_{2}^{2}\leq\delta\implies\cos(\phi_{FT}(x),\psi(t_{k}))\approx\cos(\phi_{Org}(x),\psi(t_{k})),\quad\forall k=1,\dots,K",where \(\delta\) is a small positive constant that controls the preservation of cosine similarities.
ICML_2024_oral_110,1,F_{iso}=\{f:\Omega\subsetR^{d}\to&R^{D}:\Df^{\top}(s)Df(s)=Id\\&for all s\in\Omega\},,f:\Omega\subsetR^{d}\toR^{D},Function class of local isometries mapping from the support \(\Omega\) in \(\mathbb{R}^{d}\) to \(\mathbb{R}^{D}\).
ICML_2024_oral_110,2,"\Theta_{p}^{p}(f,\Omega)=\int_{\Omega}&dist(Df(s),SO(d))^{p}\\&+dist\big{(}(Df)^{-1}(s),SO(d)\big{)}^{p}\,ds",,\Theta(f)=\sup_{s\in\Omega}\left\| Df^{\top}(s)Df(s)-Id\right\|,Distance measure of a function \(f\) to the space of local isometries \(\mathcal{F}_{\mathrm{iso}}\).
ICML_2024_oral_110,3,"\Theta_{p}^{p}(f,\Omega)=&\int_{\Omega }dist^{p}(Df(z),SO(d,T_{f(z)}M))\\&+dist^{p}\big{(}(Df)^{-1}(z),SO(T_{f(z)}M,d)\big{)}\,dz","where \(T_{f(z)}M\) denotes the tangent space of \(M\) at \(f(z)\) and \(\mathrm{SO}(d,T_{f(z)}M)\) denotes the set of orthogonal matrices \(Q\in\mathbb{R}^{D\times d}\) (i","\Theta_{p}^{p}(f,M)=\int_{M}&dist(Df(s),SO(d,T_{f(s)}M))^{p}\\&+dist\big{(}(Df)^{-1}(s),SO(d,T_{f(s)}M)\big{)}^{p}\,ds","where \(T_{f(z)}M\) denotes the tangent space of \(M\) at \(f(z)\) and \(\mathrm{SO}(d,T_{f(z)}M)\) denotes the set of orthogonal matrices \(Q\in\mathbb{R}^{D\times d}\)."
ICML_2024_oral_110,4,"MCC(\tilde{S},\tilde{S})=\max_{\pi\in S_{d}}d^{-1}\sum_{i=1}^{ d}|\rho(S_{i},\tilde{S}_{\pi(i)})|","where \(\rho(X,Y)=\operatorname{Cov}(X,Y)/(\operatorname{Var}(X)\operatorname{Var}( Y))^{1/2}\) denotes the correlation coefficient","MCC(\tilde{S},S)=\frac{Cov(\tilde{S},S)}{\sqrt{Var(\tilde{S})Var(S)}}","where \(\rho(X,Y)=\operatorname{Cov}(X,Y)/(\operatorname{Var}(X)\operatorname{Var}( Y))^{1/2}\) denotes the correlation coefficient"
ICML_2024_oral_110,5,"MCC(\hat{S},S)\geq 1-C\Theta_{p}^{2}(f)",,"MCC(\tilde{S},S)\geq 1-C\Theta_{p}(f,\Omega)^{p}(\tilde{S},S)\) denotes the mean correlation coefficient between the estimated latent variables\(\tilde{S}\) and the true latent variables\(S\).</description>","where \(\operatorname{MCC}(\tilde{S},S)\) denotes the mean correlation coefficient between the estimated latent variables \(\tilde{S}\) and the true latent variables \(S\)."
ICML_2024_oral_110,6,"\min_{L}&\|u-L\|_{L^{q}(\Omega)}\\&\leq C(\Omega,p)(\int_{\Omega}dist(Du(s),SO (d))^{p}\,ds)^{\frac{1}{p}}",,"MCC(\hat{S},S)\geq 1-C\Theta_{p}^{2}(f)",where \(C\) depends on everything except \(f\).
ICML_2024_oral_110,7,"M(f_{*}P)=\{&(g,Q,\Omega^{\prime}):g\inF(\Omega^{\prime}), where \\g_{*}Q=f_{*}P,\,supp(Q)=\Omega^{\prime}\}",,"\min_{L}&\|u-L\|_{L^{q}(\Omega)}\\&\leq C(\Omega,p)\left(\int_{\Omega}dist(Du(s),SO (d))^{p}\,ds\right)^{\frac{1}{p}}",where the minimum is over functions of the form \(L(s)=As+b\) with \(A\in\mathrm{SO}(d)\).
ICML_2024_oral_110,8,"&(g,Q,\Omega^{\prime})\in\\&\operatorname*{argmin}_{(\bar{g},\bar{Q},\Omega)\inM(f,P)}\int_{\Omega}dist((D\bar{g})^{-1}(g(s)),SO(d))^ {p}\,\bar{Q}(ds)",,"M(f_{*}P)=\{&(g,Q,\Omega^{\prime}):g\inF(\Omega^{\prime}), where \\g_{*}Q=f_{*}P,\,supp(Q)=\Omega^{\prime}\}","where \(g\) is a mixing function in the function class \(\mathcal{F}\), \(\mathbb{Q}\) is a probability measure, and \(\Omega^{\prime}\) is the support of \(\mathbb{Q}\)."
ICML_2024_oral_110,9,"\|h\|_{P,q}\leq C_{1}\Theta_{p}(f,\Omega)",,"g^{-1}\circ f(s)=&As+h(s)+b\\&where  h\in L^{q}(\Omega),\, b\inR^{d}","where \(A\) is an orthogonal matrix, \(h\) is a function in the space \(L^{q}(\Omega)\), and \(b\) is a vector in \(\mathbb{R}^{d}\)."
ICML_2024_oral_110,10,x=f(s)=As+\eta h(s),where \(h:\mathbb{R}^{d}\to\mathbb{R}^{d}\) is a non-linear function and \(\eta\in\mathbb{R}\) is a small constant,X=A S+h(S)+\eta,"where \(A\) is a linear transformation, \(h:\mathbb{R}^{d}\to\mathbb{R}^{d}\) is a non-linear function, and \(\eta\in\mathbb{R}\) is a small constant."
ICML_2024_oral_110,11,H(w)=EG(w^{\top}\Sigma_{X}^{-\frac{1}{2}}X),where \(\Sigma_{X}\) denotes the covariance matrix of \(X\) so that \(\Sigma_{X}^{-\frac{1}{2}}X\) is whitened and \(G\) is the so-called contrast function,x=f(s)=As+\eta h(s),where \(h:\mathbb{R}^{d}\to\mathbb{R}^{d}\) is a non-linear function and \(\eta\in\mathbb{R}\) is a small constant.
ICML_2024_oral_110,12,\bar{w}_{i}=(AA^{\top})^{\frac{1}{2}}A^{-\top}e_{i},,H(w)=EG(w^{\top}\Sigma_{X}^{-\frac{1}{2}}X),where \(\Sigma_{X}\) denotes the covariance matrix of \(X\) so that \(\Sigma_{X}^{-\frac{1}{2}}X\) is whitened and \(G\) is the so-called contrast function.
ICML_2024_oral_110,13,"|G^{(k)}(x)|\leq C_{g}(1+|x|)^{\max(d_{g}-k,0)}",where \(G^{(k)}\) denotes the \(k\)-th derivative of \(G\),H(w)=EG(w^{\top}\Sigma_{X}^{-\frac{1}{2}}X),where \(\Sigma_{X}\) denotes the covariance matrix of \(X\) so that \(\Sigma_{X}^{-\frac{1}{2}}X\) is whitened and \(G\) is the so-called contrast function.
ICML_2024_oral_110,14,E(|S|^{q})=M,,"|S_{i}|^{q}\leq M,\for  i=1,\ldots,d",where \(S_i\) are the components of the latent sources \(S\) and \(q\) is defined as the maximum of \(d_g\) and 3.
ICML_2024_oral_110,15,E(S_{i}g(S_{i})-g^{\prime}(S_{i}))=\alpha_{i},,E(G^{\prime}(w^{\top}\Sigma_{X}^{-\frac{1}{2}}X)S_{i})\neq 0,where \(G^{\prime}\) denotes the derivative of the contrast function \(G\).
ICML_2024_oral_111,1,"L_{sup}=\frac{1}{H\times W}\sum_{j=1}^{H\times W}L_{BCE} (M_{i,j}^{l},Y_{i,j}^{l})","where \(M_{i,j}^{l}\) denotes the prediction mask of Burn-In model for the \(j\)-th pixel of \(i\)-th labeled image, \(Y_{i,j}^{l}\) denotes the corresponding ground truth, \(\mathcal{L}_{BCE}\) denotes binary cross entropy loss (Csiszar, 2008)","L_{BCE}=-\frac{1}{N}\sum_{i=1}^{N}\sum_{j=1}^{H\times W}\left( Y_{i,j}^{l}\log(M_{i,j}^{l})+(1-Y_{i,j}^{l})\log(1-M_{i,j}^{l})\right)","where \(M_{i,j}^{l}\) denotes the prediction mask of Burn-In model for the \(j\)-th pixel of \(i\)-th labeled image, \(Y_{i,j}^{l}\) denotes the corresponding ground truth, \(\mathcal{L}_{BCE}\) denotes binary cross entropy loss (Csiszar, 2008)."
ICML_2024_oral_111,2,"\theta_{t}arrow\theta,\theta_{s}arrow\theta","where \(\theta_{t},\theta_{s},\theta\) denote the parameters of the teacher, student and Burn-In model, respectively","\theta_{t},\theta_{s}\leftarrow\theta","where \(\theta_{t},\theta_{s},\theta\) denote the parameters of the teacher, student and Burn-In model, respectively"
ICML_2024_oral_111,3,"L_{unsup}=\frac{1}{H\times W}\sum_{j=1}^{H\times W}L_{BCE} (M_{i,j}^{u},\hat{M}_{i,j}^{u})","where \(M_{i,j}^{u}\) and \(\hat{M}_{i,j}^{u}\) denote the predicted mask for \(j\)-th pixel of \(i\)-th unlabeled image by student and teacher, respectively","M_{i,j}^{u}=\hat{M}_{i,j}^{u}","where \(M_{i,j}^{u}\) and \(\hat{M}_{i,j}^{u}\) denote the predicted mask for \(j\)-th pixel of \(i\)-th unlabeled image by student and teacher, respectively."
ICML_2024_oral_111,4,L=\lambda_{sup}L_{sup}+\lambda_{unsup}L_{unsup},where \(\lambda_{sup}\) and \(\lambda_{unsup}\) is the hyperparameter of supervised loss \(\mathcal{L}_{sup}\) and unsupervised loss \(\mathcal{L}_{unsup}\),L_{total}=\lambda_{sup}L_{sup}+\lambda_{unsup}L_{unsup},where \(\mathcal{L}_{total}\) is the total loss function combining supervised and unsupervised components.
ICML_2024_oral_111,5,\theta_{t}arrow\alpha\theta_{t}+(1-\alpha)\theta_{s},"where \(\alpha\) is the decay coefficient of EMA, typically set within the small range of 0",\theta_{t}=\alpha\theta_{t-1}+(1-\alpha)\theta_{s},"where \(\theta_{t}\) denotes the updated parameters of the teacher model, \(\theta_{t-1}\) denotes the previous parameters of the teacher model, and \(\theta_{s}\) denotes the parameters of the student model."
ICML_2024_oral_111,6,"s^{k}=\frac{\sum_{j=1}^{H\times W}(\hat{M}_{i,j}^{u}\cap\widetilde{M}_{i, j,k}^{u})}{\sum_{j=1}^{H\times W}(\hat{M}_{i,j}^{u}\cup\widetilde{M}_{i, j,k}^{u})}","where \(\hat{M}_{i,j}^{u}\) and \(\widetilde{M}_{i,j,k}^{u}\) denote the pseudo-labels and \(k\)-th segment mask generated by SAM for \(j\)-th pixel of \(i\)-th unlabeled image \(\mathcal{I}_{i}^{u}\), respectively","\hat{M}_{i,j}^{u}=\arg\max_{k}IoU(\hat{M}_{i,j}^{u},\widetilde{M}_{i,j,k}^{u})","where \(\hat{M}_{i,j}^{u}\) and \(\widetilde{M}_{i,j,k}^{u}\) denote the pseudo-labels and \(k\)-th segment mask generated by SAM for \(j\)-th pixel of \(i\)-th unlabeled image \(\mathcal{I}_{i}^{u}\), respectively."
ICML_2024_oral_111,7,"s_{1}^{k}=\frac{\sum_{j=1}^{H\times W}(\hat{M}_{i,j}^{u}\cap\widetilde{M}_{ i,j,k}^{u})}{\sum_{j=1}^{H\times W}(\hat{M}_{i,j}^{u})+\epsilon}",where \(\epsilon\) is the smoothing factor to prevent a denominator of zero,"\epsilon_{i,j}=\sum_{k=1}^{K}\widetilde{M}_{i,j,k}^{u}",where \(\epsilon\) is the smoothing factor to prevent a denominator of zero.
ICML_2024_oral_111,8,"s_{2}^{k}=\frac{\sum_{j=1}^{H\times W}(\hat{M}_{i,j}^{u}\cap\widetilde{M} _{i,j,k}^{u})}{\sum_{j=1}^{H\times W}(\widetilde{M}_{i,j,k}^{u} )}",,"s_{2}^{k}=\frac{\sum_{j=1}^{H\times W}(\hat{M}_{i,j}^{u}\cap\widetilde{M}_{i,j,k}^{u})}{\sum_{j=1}^{H\times W}(\widetilde{M}_{i,j,k}^{u})+\epsilon}",where \(\epsilon\) is the smoothing factor to prevent a denominator of zero
ICML_2024_oral_111,9,"\Psi(\hat{M}^{u}_{i,j})=\gamma-\frac{1}{\sqrt{2\pi\sigma}}\exp(-\frac{(\hat{M}^{u}_{i,j}-\mu)^{2}}{2\sigma^{2}})","where \(\gamma,\sigma^{2},\mu\) are hyperparameters, which are set to 1",\Psi(x)=\frac{1}{\gamma}\exp\left(-\frac{(x-\mu)^2}{2\sigma^2}\right),"where \(\gamma,\sigma^{2},\mu\) are hyperparameters, which are set to 1."
ICML_2024_oral_111,10,"L_{unsup}=\frac{1}{H\times W}\sum_{j=1}^{H\times W}\Psi(\hat{M}^{u} _{i,j})*L_{BCE}(M^{u}_{i,j},\hat{M}^{u}_{i,j})",,"L_{PWA}=\frac{1}{H\times W}\sum_{j=1}^{H\times W}\Psi(\hat{M}^{u}_{i,j})L_{BCE}(\hat{M}^{u}_{i,j},Y_{i,j}^{u})","where \(\mathcal{L}_{PWA}\) denotes the loss function incorporating the Pixel-Wise Weighted Adjustment for the \(i\)-th unlabeled image, and \(\Psi(\hat{M}^{u}_{i,j})\) represents the weight assigned to each pixel based on its confidence level."
ICML_2024_oral_113,1,"\nabla_{\theta}J(\pi_{\theta})=\operatorname*{E}_{s\sim\rho_{d},a\sim\pi(\cdot|s)}[\nabla_{\theta}\log(\pi_{\theta}(a))\hat{A}^{\pi_{\theta}}(s,a)]","where \(\hat{A}^{\pi_{\theta}}(s,a)\) is an advantage function that estimates the contribution of the transition to the gradient","J(\pi)=E_{\pi_{0}\sim\rho,a_{t}\sim\pi(\cdot|s_{t})}\left[\sum_{t=0}^{T-1}\gamma^{t}r(s_{t},a_{t})\right]","where \(\hat{A}^{\pi_{\theta}}(s,a)\) is an advantage function that estimates the contribution of the transition to the gradient"
ICML_2024_oral_113,2,"L_{on}(\pi_{\theta})&=\operatorname*{E}_{\pi_{old}}[\min(r_{t}(\pi_{\theta}),.\\&.clip(r_{t}(\pi_{\theta}),1-\epsilon,1+\epsilon))A_{t}^{\pi_{old}}]",,"\hat{A}^{\pi_{\theta}}(s,a)=\hat{Q}^{\pi_{\theta}}(s,a)-\hat{V}^{\pi_{\theta}}(s)","where \(\hat{A}^{\pi_{\theta}}(s,a)\) is the advantage function, \(\hat{Q}^{\pi_{\theta}}(s,a)\) is the estimated action-value function, and \(\hat{V}^{\pi_{\theta}}(s)\) is the estimated state-value function."
ICML_2024_oral_113,3,"& L_{off}(\pi_{i};X)=\frac{1}{|X|}\sum_{j\inX}\operatorname*{E}_{(s,a)\sim\pi_{j}}[\min (r_{\pi_{i}}(s,a),..\\&..clip(r_{\pi_{i}}(s,a),\mu(1-\epsilon),\mu(1+\epsilon)))A^{\pi_{i,old}}(s,a)]","where \(r_{\pi_{i}}(s,a)=\frac{\pi_{i}(s,a)}{\pi_{j}(s,a)}\) and \(\mu\) is an off-policy correction term \(\mu=\frac{\pi_{i,old}(s,a)}{\pi_{j}(s,a)}\)","J(\pi_{i})=\operatorname*{E}_{s,a\sim\pi_{j}}[r_{\pi_{i}}(s,a)\hat{A}^{\pi_{j}}(s,a)]","where \(r_{\pi_{i}}(s,a)=\frac{\pi_{i}(s,a)}{\pi_{j}(s,a)}\) and \(\mu\) is an off-policy correction term \(\mu=\frac{\pi_{i,old}(s,a)}{\pi_{j}(s,a)}\)"
ICML_2024_oral_113,4,L(\pi_{i})=L_{on}(\pi_{i})+\lambda\cdot L_{off}(\pi_{i};X),,L(\pi_{i};X) &=L_{off}(\pi_{i};X)+\alpha L_{on}(\pi_{i}),"where \(L(\pi_{i};\mathcal{X})\) is the combined loss for policy \(\pi_{i}\), \(L_{off}(\pi_{i};\mathcal{X})\) is the off-policy loss, \(L_{on}(\pi_{i})\) is the on-policy loss, and \(\alpha\) is a scaling factor for the on-policy term."
ICML_2024_oral_113,5,"V^{target}_{on,\pi_{j}}(s_{t})=\sum_{k=t}^{t+2}\gamma^{k-t}r_{k}+\gamma^{3}V_{\pi_{j},old}(s_{t+3})",,R_{t}^{(n)}=\sum_{k=0}^{n-1}\gamma^{k} r_{t+k}+\gamma^{n} V(s_{t+n}),"where \(R_{t}^{(n)}\) is the \(n\)-step return, \(r_{t+k}\) is the reward at time \(t+k\), and \(V(s_{t+n})\) is the value function at state \(s_{t+n}\)."
ICML_2024_oral_113,6,"V^{target}_{off,\pi_{j}}(s^{\prime}_{t})=r_{t}+\gamma V_{\pi_{j},old}(s^{\prime}_{t+1})",,"V^{target}_{off,\pi_{j}}(s_{t})=r_{t}+\gamma V_{\pi_{j},old}(s_{t+1})","where \(V^{target}_{off,\pi_{j}}(s_{t})\) is the target value for off-policy updates, approximating the 1-step return using off-policy data."
ICML_2024_oral_113,7,"L^{critic}_{on}(\pi_{i})=\operatorname*{E}_{(s,a)\sim\pi_{i}}[( V_{\pi_{i}}(s)-V^{target}_{on,\pi_{i}}(s))^{2}] || L^{critic}_{off}(\pi_{i};X)=\frac{1}{|X|}\sum_{j\inX}\operatorname*{E}_{(s,a)\sim\pi_{j}}[(V_{\pi_{i}}(s)-V^{target}_{off,\pi_{i}}(s))^{2}] || L^{critic}(\pi_{i})=L^{critic}_{on}(\pi_{i})+\lambda\cdot L^{critic}_{off}(\pi_{i})",,"L_{critic}(\pi_{j})=\operatorname*{E}_{(s,a)\sim\pi_{j}}\left[\left(V^{target}_{on,\pi_{j}}(s)-V_{\pi_{j}}(s)\right)^{2}+\left(V^{target}_{off,\pi_{j}}(s')-V_{\pi_{j}}(s')\right)^{2}\right]",The critic loss combines the squared differences between the target values and the estimated values for both on-policy and off-policy data.
ICML_2024_oral_117,1,"Attention(q,K,V)=softmax(\frac{qK^{T}}{\sqrt{d_{model}}})V",,"v=Attention(q, K, V)=softmax\left(\frac{q K^{\top}}{\sqrt{d_{model}}}\right) V","Output vector \(\mathbf{v}\) generated by the output attention head based on the query vector \(\mathbf{q}\), keys matrix \(K\), and values matrix \(V\)."
ICML_2024_oral_117,2,"FTr_{i}=\frac{AUC_{i}-AUC_{i}^{b}}{1-AUC_{i}^{ b}},\quadAUC_{i}=\frac{1}{\Delta}\int_{(i-1)\cdot\Delta}^{i\cdot\Delta}p_{i}(t)dt || AUC_{i}^{b}=\frac{1}{\Delta}\int_{0}^{\Delta}p_{i}^{b}(t)dt",,FTr_{i}=\frac{\int_{0}^{T} p_{i}(t) dt-\int_{0}^{T} p_{i}^{b}(t) dt}{\int_{0}^{T} p_{i}^{b}(t) dt},"Forward transfer metric for task \(i\), comparing the performance of the proposed method with the baseline."
ICML_2024_oral_117,3,"RT=\frac{1}{N}\sum_{i=2}^{N}\max_{j<i}FTr(j,i)","where \(\text{FTr}(j,i)\) is the forward transfer obtained by training a model from scratch in the \(j\)-th task and fine-tuning it in the \(i\)-th task","RT=\max_{j}FTr(j,i)","where \(\text{FTr}(j,i)\) is the forward transfer obtained by training a model from scratch in the \(j\)-th task and fine-tuning it in the \(i\)-th task."
ICML_2024_oral_121,1,"p(x;p^{m})=\sum_{i}^{N}k(x,d_{i})p_{i}^{m}",,p(x)=\sum_{i=1}^{N} p_{i}^{m}\cdot\frac{1}{\sqrt{2\pi}\sigma} e^{-\frac{(x-d_{i})^{2}}{2\sigma^{2}}},The probability density function of disparity \(x\) computed using a Laplacian kernel interpolation of the discrete distribution.
ICML_2024_oral_121,2,"\texttt{argmin}_{y}F(y,p^{m})=\texttt{argmin}_{y}\intL(y,x )p(x;p^{m})dx","where \(F(y,\mathbf{p}^{m})\) is called as the risk at \(y\), and \(\mathcal{L}(y,x)\) is the error function between \(y\) and \(x\)","F(y,p^{m})=\intL(y,x)p(x;p^{m})dx","where \(F(y,\mathbf{p}^{m})\) is the risk at \(y\), and \(\mathcal{L}(y,x)\) is the error function between \(y\) and \(x\)."
ICML_2024_oral_121,3,y=\int xp(x;p^{m})dx,,"\texttt{argmin}_{y}F(y,p^{m})=\texttt{argmin}_{y}\intL(y,x )p(x;p^{m})dx","where \(F(y,\mathbf{p}^{m})\) is the risk at \(y\), and \(\mathcal{L}(y,x)\) is the error function between \(y\) and \(x\)."
ICML_2024_oral_121,4,"\texttt{argmin}_{y}F(y,p^{m})=\texttt{argmin}_{y}\int|y-x|p(x;p^{m})dx",,"L(y,x)=|y-x|","where \(\mathcal{L}(y,x)\) is the loss function used to measure the error between the predicted disparity \(y\) and the ground truth disparity \(x\)."
ICML_2024_oral_121,5,"G(y,p^{m})\triangleq\frac{\partial F(y,p^{m})} {\partial y} || =\sum_{i}p_{i}^{m}\texttt{Sign}(y-d_{i})(1-\exp-\frac{|y-d_{i}|}{\sigma})=0",,"\frac{\partial F(y,p^{m})}{\partial y}=\intsign(y-x)p(x;p^{m})dx=0",where \(\text{sign}(y-x)\) is the sign function that indicates the direction of the error between the predicted disparity \(y\) and the ground truth disparity \(x\).
ICML_2024_oral_121,6,"dG(y,p^{m})=\frac{\partial G}{\partial y}dy+\frac{\partial G}{\partialp^{m}}dp^{m}=0",,"\frac{dy}{dp^{m}}=-\frac{\partial G(y,p^{m})/\partialp^{m}}{\partial^{2}G(y,p^{m})/\partial y\partialp^{m}}","where \(G(y,\mathbf{p}^{m})\) is defined as the first derivative of the risk function with respect to the predicted disparity \(y\) and \(\mathbf{p}^{m}\) is the discrete distribution of disparities."
