paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICML_2024_oral_10,4,"L(\phi)=E_{t,\hat{x}_{0},\hat{x}_{t}}[\lambda (t)\|s_{\phi}(\hat{x}_{t},t)-\nabla_{\hat{x}_{t}}\log p_{t}(\hat{x}_{t}|\hat{x}_{0})\|_{2}^{2}]",where \(\lambda\) denotes a positive weighting function,"L_{DSM}(\phi)=E_{t,\hat{x}_{0},\hat{x}_{t}}\left[\lambda(t)\left\| s_{\phi}(\hat{x}_{t}, t)-\nabla_{\hat{x}_{t}}\log p_{t}(\hat{x}_{t} |\hat{x}_{0})\right\|_2^2\right]",where \(\mathcal{L}_{\text{DSM}}(\phi)\) is the denoising score-matching loss used to train the score model \(s_{\phi}\).
ICML_2024_oral_10,5,"\ell(\phi,M_{C},t,\hat{x}_{0},\hat{x}_{t})=\\(1-M_{C})\cdot(s_{\phi}^{M_{E}}(\hat{x}_{t}^{Mc}, t)-\nabla_{\hat{x}_{t}}\log p_{t}(\hat{x}_{t}|\hat{x}_{0}))",where \(s_{\phi}^{M_{E}}\) denotes the score model equipped with a specific attention mask \(M_{E}\),"L(\phi)=E_{t,\hat{x}_0,\hat{x}_t, M_C}\left[\lambda(t)\left\| s_\phi\left(\hat{x}_t^{M_C}, t, M_C, M_E\right)-\nabla_{\hat{x}_t}\log p_t\left(\hat{x}_t\mid\hat{x}_0\right)\right\|_2^2\right]","where \(\hat{\mathbf{x}}_t^{M_C} = (1-M_C)\cdot\hat{\mathbf{x}}_t + M_C\cdot\hat{\mathbf{x}}_0\) denotes the masked noisy sample, and \(s_\phi\) is the Simformer score network conditioned on the attention and condition masks."
ICML_2024_oral_10,6,"L(\phi)=E_{M_{C},t,\hat{x}_{0},\hat{x}_{ t}}[\|\ell(\phi,M_{C},t,\hat{x}_{0},\hat{x}_{t})\|_{2}^{2}]",,"L(\phi, M_{E})=E_{t,\hat{x}_{0},\hat{x}_{t}, M_{C}}\left[\left\|\ell(\phi, M_{C}, t,\hat{x}_{0},\hat{x}_{t})\right\|_2^2\right]","where the overall Simformer training objective averages the per-sample loss over noise levels, data, and condition masks."
ICML_2024_oral_10,7,"s(\hat{x}_{t},t|y)\approx s_{\phi}(\hat{x}_{t},t)+\nabla_{\hat{x}_{t}}\log p_{t}(y|\hat{x}_{t})",,"s_{guided}(\hat{x}_{t}, t,y)=s_{\phi}(\hat{x}_{t}, t)+\nabla_{\hat{x}_{t}}\log p(y\mid\hat{x}_{t})","where \(s_{\text{guided}}\) is the guided score, \(s_{\phi}\) is the original score model, and \(\nabla_{\hat{\mathbf{x}}_{t}} \log p(\mathbf{y} \mid \hat{\mathbf{x}}_{t})\) is the gradient of the log-likelihood of the context \(\mathbf{y}\) given the current state."
ICML_2024_oral_10,8,"s_{\phi}(\hat{x}_{t},t|c)\approx s_{\phi}(\hat{x}_{t},t)+\nabla_{\hat{x}_{t}}\log\sigma(-s(t)c(\hat{x}_{t}))",,"s(\hat{x}_{t}, t\midy)\approx s_{\phi}(\hat{x}_{t}, t)+\nabla_{\hat{x}_{t}}\log f(y,\hat{x}_{t}, t)","where \(f(\mathbf{y}, \hat{\mathbf{x}}_{t}, t)\) is a guiding function that encodes the desired conditioning, such as interval constraints."
ICML_2024_oral_101,1,"G(z)=\sum_{j_{1}=0}^{d-1}\cdots\sum_{j_{n}=0}^{d-1}p(j_{1},\ldots,j_{n})z_{1}^ {j_{1}}\cdots z_{n}^{j_{n}}",,"G(z_{1},\ldots,z_{n})=\sum_{a_{1}=0}^{d-1}\cdots\sum_{a_{n}=0}^{d-1} p(a_{1},\ldots,a_{n}) z_{1}^{a_{1}}\cdots z_{n}^{a_{n}}","The probability generating function \(G(z_{1},\ldots,z_{n})\) encodes the joint distribution of the categorical variables as a formal polynomial."
ICML_2024_oral_101,2,"f(V_{1},...,V_{n},E_{1,N(1,1)},...,E_{n,N(n,3)})=\prod_{i=1}^{n}\sum_{j\in N(i )}E_{i,j}V_{j}",,"f(V_{1},\ldots,V_{n})=\prod_{i=1}^{n}\left( V_{N(i,1)}+V_{N(i,2)}+V_{N(i,3)}\right)","The polynomial \(f(V_{1},\ldots,V_{n})\) is defined as the product over all \(u_i \in U\) of the sum of formal variables corresponding to the three neighbors of \(u_i\) in the bipartite graph \(G\)."
ICML_2024_oral_101,3,"\Pr[V_{1}=1,\ldots,V_{n}=1]=h(1,\ldots,1)=\frac{\#PM(G)}{3^{n}}",,"\Pr[V_{1}=1, V_{2}=1,\ldots, V_{n}=1]=\frac{\#PM(G)}{3^{n}}",The probability that all \(V_i = 1\) equals the number of perfect matchings in \(G\) divided by \(3^n\).
ICML_2024_oral_101,4,"f(z_{1},...,z_{n})=\sum_{s=(s_{1},\ldots,s_{n})\in\{0,1,\ldots,k-1\}^{n}}c_{s}\cdot\prod_{i=1}^{n}z_{i}^{s_{i}}",,"f(z_{1},\ldots,z_{n})=\sum_{j_{1}=0}^{k-1}\cdots\sum_{j_{n}=0}^{k-1} p(j_{1},\ldots,j_{n}) z_{1}^{j_{1}}\cdots z_{n}^{j_{n}}","The probability generating polynomial \(f(z_{1},\ldots,z_{n})\) encodes the joint distribution \(p(j_{1},\ldots,j_{n})\) of \(k\)-nary random variables \(X_{1},\ldots,X_{n}\) as a formal polynomial in variables \(z_{1},\ldots,z_{n}\)."
ICML_2024_oral_101,5,"g(x_{1},\overline{x_{1}},...,x_{n},\overline{x_{n}})=f(\frac{x_{1}}{\overline{ x_{1}}},\frac{x_{2}}{\overline{x_{2}}},...,\frac{x_{n}}{\overline{x_{n}}})\cdot\prod_{i=1}^{n}\overline{x_{i}}",,"\sum_{s_{1}\in V_{1},\ldots,s_{n}\in V_{n}}c_{s}","The sum of coefficients \(c_{s}\) over all index tuples \(s=(s_{1},\ldots,s_{n})\) with \(s_{i}\in V_{i}\) gives the selective marginal probability."
ICML_2024_oral_101,6,m^{\prime}=c_{S}\cdot(\prod_{i\in S}\frac{x_{i}}{\overline{x_{i}}})\cdot(\prod _{j=1}^{n}\overline{x_{j}})=c_{S}(\prod_{i\in S}x_{i})\cdot(\prod_{i\notin S}\overline{x_{i}}),,m'=c_{S}\cdot\prod_{i\in S} x_{i}\prod_{i\notin S}\overline{x_{i}},"\(m'\) is the corresponding monomial in \(g\) for each monomial \(m = c_{S}\prod_{i\in S}z_{i}\) in \(f\), expressed in terms of \(x_{i}\) and \(\overline{x_{i}}\)."
ICML_2024_oral_101,7,"& f(x_{1}(1+\overline{x_{1}}),x_{2}(1+\overline{x _{2}}))\cdot(1-\overline{x_{1}})(1-\overline{x_{2}})\\&=(0.6x_{1}x_{2}(1+\overline{x_{1}})(1+\overline{x_{2}})\\&\quad+0.4x_{1}(1+\overline{x_{1}}))(1-\overline{x_{1}})(1-\overline{x_{2}})\\&=0.6x_{1}x_{2}+0.4x_{1}(1-\overline{x_{2}})\+\higher degree terms",,"g(x_{1},\overline{x_{1}},x_{2},\overline{x_{2}})=0.6 x_{1} x_{2}+0.4 x_{1} (1-\overline{x_{2}})","This is the explicit polynomial computed by the nonmonotone PC after eliminating division gates for the example \(f(z_{1},z_{2})=0.6z_{1}z_{2}+0.4z_{1}\)."
ICML_2024_oral_101,8,"P=\sum_{j_{1}=0}^{d-1}\cdots\sum_{j_{n}=0}^{d-1}\Pr[X_{1}=j_{1},\ldots,X_{n}=j _{n}]z_{1,j_{1}}\cdots z_{n,j_{n}}",,"\Pr[X_{1}\in A_{1},\ldots,X_{n}\in A_{n}]=P(v_{1},\ldots,v_{n})","The probability that each \(X_{i}\) falls in the subset \(A_{i}\) is given by evaluating the set-multilinear polynomial \(P\) at the indicator vectors \(v_{i}\), where \(v_{i,\delta}=1\) if \(\delta\in A_{i}\) and \(v_{i,\delta}=0\) otherwise."
ICML_2024_oral_101,9,"e_{i,j}=1&if $j=a_{i$},\\0&otherwise",,"e_{i,\delta}=1 &if \delta=a_{i}\\0 &otherwise","\(e_{i,\delta}\) is the indicator vector selecting the value \(a_{i}\) for variable \(X_{i}\)."
ICML_2024_oral_101,10,"v_{i,j}=1&if $j\in A_{i$},\\0&otherwise",,"v_{i,j}=1 &if  j\in A_{i},\\0 &otherwise","The vector \(v\) is defined so that \(v_{i,j}=1\) if \(j\) is in the set \(A_{i}\), and \(0\) otherwise, for each variable \(X_{i}\)."
ICML_2024_oral_101,11,"P(v)=\sum_{j_{1}\in A_{1}}\cdots\sum_{j_{n}\in A_{n}}\Pr[X_{1}=j_{1},\ldots,X_{n}=j_{n}]\cdot 1 || =\Pr[X_{1}\in A_{1},\ldots,X_{n}\in A_{n}]",,"P(v)=\sum_{j_{1}\in A_{1}}\cdots\sum_{j_{n}\in A_{n}}\Pr[X_{1}=j_{1},\ldots,X_{n}=j_{n}]","The probability that each \(X_i\) falls in the set \(A_i\) is given by evaluating the set-multilinear polynomial \(P\) at the indicator vector \(v\), which sums the probabilities over all tuples \((j_1,\ldots,j_n)\) with \(j_i\in A_i\)."
ICML_2024_oral_101,12,"f(a)=\sum_{a\in\Delta^{|A|}}\alpha_{a}\prod_{i\in A}z_{i,a_{i}},\quad g(b)=\sum_{b\in\Delta^{|B|}}\beta_{b}\prod_{j\in B}z_{j,b_{j}}",where \(\alpha_{a}=\Pr[X_{A}=a]\) and \(\beta_{b}=\Pr[X_{b}=b]\),"f(z_{A})=\sum_{a\in\Delta^{A}}\Pr[X_{A}=a]\prod_{i\in A} z_{i, a_{i}},\qquad g(z_{B})=\sum_{b\in\Delta^{B}}\Pr[X_{B}=b]\prod_{j\in B} z_{j, b_{j}}","\(f(z_{A})\) and \(g(z_{B})\) are the set-multilinear polynomials computed by nonmonotone PCs \(C\) and \(D\), representing the joint distributions of \(X_{A}\) and \(X_{B}\), respectively."
ICML_2024_oral_101,13,"f(a,b^{\prime})= || (\sum_{a\in\Delta^{|A|}}\alpha_{a}\prod_{i\in A}z_{i,a_{i}} )\prod_{j\in B\setminus A}\frac{1}{d}(z_{j,0}+\cdots+z_{j,d-1})",,"\tilde{f}(z)=\sum_{a\in\Delta^{|A|}}\alpha_{a}\prod_{i\in A}z_{i,a_{i}}\prod_{j\in B}1","\(\tilde{f}(z)\) is the extension of \(f\) to the larger variable set \(X_{A\cup B}\) by treating variables in \(B\) as marginalized (i.e., summing over all their possible values)."
ICML_2024_oral_104,1,call-count(u)=\sum_{v\in Q(u)}(1+call-count(v)),,C(u)=\sum_{v\in Q(u)}\left( 1+C(v)\right),The recursive call count \(C(u)\) for node \(u\) is the sum over all queried neighbors \(v\) of \(u\) of one plus the recursive call count of \(v\).
ICML_2024_oral_104,2,\sigma(u_{0})\leq\pi(u_{0})\leq\sigma(u_{1})\leq\pi(u_{1})\leq\ldots || \leq\sigma(u_{L-1})\leq\pi(u_{L-1})\leq\sigma(u_{L})\leq\pi(u_{L}),,"\sigma(u_{i})\geq\pi(u_{i-1})\quadfor all  i=1,\ldots, L","A path \((u_{0},u_{1},\ldots,u_{L})\) is a query path if and only if for each \(i=1,\ldots,L\), \(\sigma(u_{i}) \geq \pi(u_{i-1})\)."
ICML_2024_oral_104,3,"\sigma(u_{0})\leq\pi(u_{0})\leq\sigma(u_{1})\leq\pi(u_{1})\leq\ldots || \leq\sigma(u_{L-2})\leq\pi(u_{L-2})\leq\min(\sigma(u_{L-1}),\sigma (u_{L}))",,\sigma(u_{0})\leq\pi(u_{0})\leq\sigma(u_{1})\leq\pi(u_{1})\leq\ldots\leq\sigma(u_{L-2})\leq\pi(u_{L-2})\leq\sigma(u_{L})\leq\pi(u_{L}),"A path \((u_{0},u_{1},\ldots,u_{L})\) of length \(L\geq 2\) is an extended query path (EQ-path) if and only if the above sequence of inequalities holds."
ICML_2024_oral_104,4,\sigma(u_{0})<\sigma(u_{1}) and\sigma(u_{0})\leq\pi(u_{0})\leq\sigma(u_{1})\leq\pi(u_{1})\leq || \cdots\leq\pi(u_{L-2})\leq\sigma(u_{L-1})=\sigma(u_{L}),,"\sigma(u_{0}) <\sigma(u_{1})\quadand\quad\sigma(u_{L-1})=\sigma(u_{L})\quadand\quad\sigma(u_{0})\leq\pi(u_{0})\leq\sigma(u_{1})\leq\pi(u_{1})\leq\ldots\leq\sigma(u_{L-2})\leq\pi(u_{L-2})\leq\min(\sigma(u_{L-1}),\sigma(u_{L}))","An extended query path \((u_{0},u_{1},\ldots,u_{L})\) is expensive if and only if \(\sigma(u_{0}) < \sigma(u_{1})\), \(\sigma(u_{L-1}) = \sigma(u_{L})\), and the sequence of \(\sigma\) and \(\pi\) values satisfies the EQ-path condition."
ICML_2024_oral_104,5,"E_{\pi}|X|\leq 2E\Big{[}\sum_{(u,v)\in E}1 (\sigma(u)\neq\sigma(v))\Big{]}",,"E_{\pi}|X|\leq 4\,OPT","The expected number of expensive extended query paths is at most \(4\,\mathrm{OPT}\)."
ICML_2024_oral_104,6,"\Phi_{t}(a,b)=2|D_{t}(a,b)|+|Q_{t}(a,b)| || \Psi_{t}(a,b)=2|D_{t}(a,b)|+|X_{t}(a,b)|",,"Y_{t}(a,b) &=|Q_{t}(a,b)|,\\Z_{t}(a,b) &=|X_{t}(a,b)|","$Y_{t}(a,b)$ is the number of query paths and $Z_{t}(a,b)$ is the number of expensive EQ-paths that start with edge $(a,b)$ and have been created up to iteration $t$."
ICML_2024_oral_106,1,"p(u)=\prod_{i=1}^{n}p(u_{i}|u_{1},...,u_{i-1},\Theta)",,"P(u_{1},...,u_{n})=\prod_{t=1}^{n} P(u_{t}\mid u_{1},...,u_{t-1})",The joint probability of a sequence of words is factorized autoregressively as the product of conditional probabilities of each word given all previous words.
ICML_2024_oral_106,2,L=-log\;p(u),,"L_{NLL}=-\sum_{i=1}^{n}\log p(u_{i} | u_{1}, ..., u_{i-1},\Theta)","\(\mathcal{L}_{\text{NLL}}\) denotes the negative log-likelihood loss for the sequence \(u_1, ..., u_n\) given model parameters \(\Theta\)."
ICML_2024_oral_106,3,"p(x)=\prod_{i=1}^{n}p(x_{i}|x_{1},...,x_{i-1},\Theta)",,"p(X)=\prod_{i=1}^{n} p(x_{i}\mid x_{1},\ldots, x_{i-1},\Theta)",The probability of the image \(X\) is modeled as the product of conditional probabilities of each pixel \(x_{i}\) given all previous pixels and model parameters \(\Theta\).
ICML_2024_oral_106,4,L=-log\;p(x),,L=-\log p(x),\(\mathcal{L}\) denotes the negative log-likelihood loss for the image sequence \(x\).
ICML_2024_oral_106,5,"p(s)=\prod_{i=1}^{n}p(s_{i}|s_{1},...,s_{i-1},\Theta)",,"p(s)=\prod_{i=1}^{n} p(s_{i}\mid s_{1}, ..., s_{i-1},\Theta)","The probability of the sequence of clusters \(s\) is modeled autoregressively, where each cluster \(s_{i}\) is conditioned on all preceding clusters in the sequence."
ICML_2024_oral_106,6,"L_{G}=-\sum_{i=1}^{n}cosine(G(f(x_{s_{1}:s_{i-1}});\theta_{G}),f_{\phi }(x)_{s_{i}})","where \(f(\cdot)\) is the encoder, \(f_{\phi}(x)_{s_{i}}\) is the semantically enriched tokens corresponding to the cluster \(s_{i}\), \(G(\cdot;\ \theta_{G})\) is the generative decoder for autoregressive prediction, and \(cosine\) is the cosine similarity loss","p(z)=\prod_{i=1}^{n}p(z_{i}|z_{1},...,z_{i-1},\Theta)","\(z_{i}\) denotes the semantic token for the \(i\)-th cluster, and the model autoregressively predicts each semantic token conditioned on all previous tokens in the sequence."
ICML_2024_oral_106,7,"L_{D}=-\sum_{i=1}^{n}cosine(D(f(x_{s_{1}:s_{i-1}});\theta_{D}),f_{\phi}(x)_{s_{1}:s_{i-1}})","where \(D(\cdot;\ \theta_{D})\) is the discriminative decoder, tasked with predicting the semantic tokens of visible pixels","L_{V}=-\sum_{i=1}^{m} cosine(G(f(x_{s_{\pi(1)}:\pi(i-1)}});\theta_{G}), f_{\phi}(x)_{s_{\pi(i)}})","where \(m\) is the number of visible clusters, \(\pi\) is a random permutation of cluster indices, and the loss is computed over the visible clusters in the permuted sequence."
ICML_2024_oral_107,1,"L_{eval}=-\log p_{M}(<\)cc\(>\)\(|X_{l},X_{r})",,"L_{eval}=-E_{(X_{l}, X_{r}, Y, CC, label)}\left[\log p_\theta(\texttt{<cc>}\mid X_{l}, X_{r}, Y)\cdotI[label=1]\right]","\(\mathcal{L}_{eval}\) is the expected negative log-likelihood of predicting the special token \(<\)cc\(>\) given the input sequence, weighted by whether the label is true."
ICML_2024_oral_107,2,"L_{gen}=-\log p_{M}(Y|X_{l},X_{r},CC),& if label\\-\log p_{M}(Y|X_{l},X_{r}),&otherwise",,"L_{gen}=-\sum_{t=1}^{|Y|}\log p_{M}(y_t\mid X_{l}, X_{r}, [CC], y_{<t})","\(\mathcal{L}_{gen}\) is the cross-entropy loss for generating the target code tokens \(Y = (y_1, \ldots, y_{|Y|})\), conditioned on the in-file context \(X_l, X_r\), optionally the retrieved context \(CC\), and previously generated tokens."
ICML_2024_oral_107,3,"ES(\hat{Y},Y)=\frac{1-Lev(\hat{Y},Y)}{\max(|\hat{Y}|,|Y|)}",where \(Lev\) is the Levenshtein distance (Levenshtein et al,L_{total}=\lambdaL_{eval}+L_{gen},The final training loss is a weighted sum of the self-assessment loss and the code generation loss.
ICML_2024_oral_109,1,"\operatorname*{arg\,max}_{k=1,\dots,K}\,\cos(\phi(x),\psi(t_{k}))",,"\hat{y}=\arg\max_{k\in\{1,\dots, K\}}\frac{\langle\phi(x),\psi(t_k)\rangle}{\|\phi(x)\|\,\|\psi(t_k)\|}",The predicted class \(\hat{y}\) is the one whose text embedding has the highest cosine similarity with the image embedding.
ICML_2024_oral_109,2,"f_{k}(\phi,x)=\cos(\phi(x),\psi(t_{k}))=\langle\frac{\phi(x)}{\|\phi (x)\|_{2}},\frac{\psi(t_{k})}{\|\psi(t_{k})\|_{2}}\rangle",,"f_{k}(x)=\langle\phi(x),\psi(t_{k})\rangle",The logit for class \(k\) is given by the inner product between the image embedding \(\phi(x)\) and the text embedding \(\psi(t_{k})\).
ICML_2024_oral_109,3,"\operatorname*{arg\,max}_{k=1,\dots,K}\,f_{k}(\phi,z)\neq y,\quad\|z-x\|_{p}\leq\varepsilon,\quad z\in I",where \(\varepsilon\) is the perturbation size,"\|z-x\|_p\leq\epsilon\quadand\quad\operatorname*{arg\,max}_{k=1,\dots,K} f_k(\phi, z)\neq y",An adversarial image \(z\) is within an \(\ell_p\) ball of radius \(\epsilon\) around \(x\) and is misclassified by the classifier \(f\).
ICML_2024_oral_109,4,"L_{TeCoA}(y,f(\phi,x))=-\log(\frac{e^{f_{y}(\phi,x)}}{\sum_{k=1}^ {K}e^{f_{k}(\phi,x)}})",,"\min_{\phi}\;E_{(x, y)\simD}\left[\max_{\|z-x\|_{\infty}\leq\varepsilon}\;\ell_{CE}\left(f(\phi, z), y\right)\right]",where \(\ell_{\mathrm{CE}}\) denotes the cross-entropy loss and \(\mathcal{D}\) is the data distribution.
ICML_2024_oral_109,5,"\phi_{FT}=\operatorname*{arg\,min}_{\phi}\sum_{i=1}^{n}\max_{\|z-x_{i}\|_{\infty}\leq\varepsilon}L_{TeCoA}(y_{i},f(\phi,z))",where the inner problem is approximately solved with projected gradient descent (PGD) during training and \(\phi_{\mathrm{FT}}\) indicates the weights of the robust CLIP vision encoder,"\min_{\phi}\;\frac{1}{n}\sum_{i=1}^{n}\;\max_{\|z_{i}-x_{i}\|_{\infty}\leq\varepsilon} L_{TeCoA}(y_{i},f(\phi,z_{i}))",Adversarial training objective minimizing the TeCoA loss over worst-case \(\ell_{\infty}\)-bounded perturbations for each training example.
ICML_2024_oral_109,6,"L_{FARE}(\phi,x)=\max_{\|z-x\|_{\infty}\leq\varepsilon}\|\phi(z)-\phi_{Org}(x)\|_{2}^{2}",,"L_{emb}(\phi, x)=\max_{\|z-x\|_{\infty}\leq\varepsilon}\|\phi(z)-\phi_{Org}(x)\|_{2}^{2}",The embedding loss penalizes deviations of the adversarial image embedding from the original CLIP embedding for the clean image.
ICML_2024_oral_109,7,"\phi_{FT}=\operatorname*{arg\,min}_{\phi}\sum_{i=1}^{n}L_{ FARE}(\phi,x_{i})",,"\phi_{FARE}=\operatorname*{arg\,min}_{\phi}\sum_{i=1}^{n} L_{FARE}(\phi, x_{i})",where \(\phi_{\mathrm{FARE}}\) denotes the weights of the CLIP vision encoder after unsupervised adversarial fine-tuning.
ICML_2024_oral_109,8,"|\cos(\phi_{FT}(x),\psi(t))-\cos(\phi_{Org},\psi(t))| || \leq\min(\frac{2}{\|\phi_{Org}(x)\|_{2}},\frac{2}{\|\phi_{FT}(x)\|_{2}})\|\phi_{FT}(x)-\phi_{Org}(x)\|_{2}",,"\left|\cos(\phi_{FT}(x),\psi(t_{k}))-\cos(\phi_{Org}(x),\psi(t_{k}))\right|\leq\frac{2\|\phi_{FT}(x)-\phi_{Org}(x)\|_{2}}{\min\{\|\phi_{FT}(x)\|_{2},\|\phi_{Org}(x)\|_{2}\}}",The difference in cosine similarity between the fine-tuned and original image embeddings with any text embedding is bounded by the normalized \(\ell_2\)-distance between the two image embeddings.
ICML_2024_oral_110,1,F_{iso}=\{f:\Omega\subsetR^{d}\to&R^{D}:\Df^{\top}(s)Df(s)=Id\\&for all s\in\Omega\},,"F_{iso}(\Omega) :=\left\{ f\inF(\Omega) :\forall s\in\Omega,\; J_f(s)^\top J_f(s)=I_d\right\}","\(\mathcal{F}_{\mathrm{iso}}(\Omega)\) denotes the set of local isometries, i.e., functions whose Jacobian matrices are orthogonal at every point in \(\Omega\)."
ICML_2024_oral_110,2,"\Theta_{p}^{p}(f,\Omega)=\int_{\Omega}&dist(Df(s),SO(d))^{p}\\&+dist\big{(}(Df)^{-1}(s),SO(d)\big{)}^{p}\,ds",,\Theta(f)=\sup_{s\in\Omega}\| Df^{\top}(s) Df(s)-Id\|_{op},"\(\Theta(f)\) measures the maximal operator norm deviation of the local metric induced by \(f\) from the identity, quantifying how far \(f\) is from being a local isometry."
ICML_2024_oral_110,3,"\Theta_{p}^{p}(f,\Omega)=&\int_{\Omega }dist^{p}(Df(z),SO(d,T_{f(z)}M))\\&+dist^{p}\big{(}(Df)^{-1}(z),SO(T_{f(z)}M,d)\big{)}\,dz","where \(T_{f(z)}M\) denotes the tangent space of \(M\) at \(f(z)\) and \(\mathrm{SO}(d,T_{f(z)}M)\) denotes the set of orthogonal matrices \(Q\in\mathbb{R}^{D\times d}\) (i","\Theta_{p}^{p}(f,\Omega)=\int_{\Omega}dist(Df(s),St(d, D))^{p}+dist\big((Df)^{\dagger}(s),St(d, D)\big)^{p}\,ds","\(\Theta_{p}^{p}(f,\Omega)\) measures the integrated \(p\)-th power of the distance of the differential \(Df(s)\) and its Moore-Penrose pseudoinverse \((Df)^{\dagger}(s)\) to the Stiefel manifold \(\mathrm{St}(d, D)\) over the domain \(\Omega\)."
ICML_2024_oral_110,4,"MCC(\tilde{S},\tilde{S})=\max_{\pi\in S_{d}}d^{-1}\sum_{i=1}^{ d}|\rho(S_{i},\tilde{S}_{\pi(i)})|","where \(\rho(X,Y)=\operatorname{Cov}(X,Y)/(\operatorname{Var}(X)\operatorname{Var}( Y))^{1/2}\) denotes the correlation coefficient","MCC(\tilde{S}, S)=\max_{P\inP_d}\frac{1}{d}\sum_{i=1}^d |Corr(\tilde{S}_i, S_{P(i)})|",The mean correlation coefficient (MCC) between two \(d\)-dimensional random variables \(\tilde{S}\) and \(S\) is defined as the maximum average absolute correlation over all permutations \(P\) of the indices.
ICML_2024_oral_110,5,"MCC(\hat{S},S)\geq 1-C\Theta_{p}^{2}(f)",,"MCC(\hat{S},S)\geq 1-C\,\Theta_{p}(f,\Omega)^{1/p}","This inequality states that the mean correlation coefficient between the estimated sources \(\hat{S}\) and the true sources \(S\) is lower bounded by \(1\) minus a constant times the \(p\)-th root of the isometry deviation \(\Theta_{p}(f,\Omega)\)."
ICML_2024_oral_110,6,"\min_{L}&\|u-L\|_{L^{q}(\Omega)}\\&\leq C(\Omega,p)(\int_{\Omega}dist(Du(s),SO (d))^{p}\,ds)^{\frac{1}{p}}",,"MCC(\hat{S},S)\geq 1-C\Theta_{p}^{2}(f)","The mean correlation coefficient between the estimated sources \(\hat{S}\) and the true sources \(S\) is lower bounded by \(1-C\Theta_{p}^{2}(f)\), where \(C\) is a constant independent of \(f\)."
ICML_2024_oral_110,7,"M(f_{*}P)=\{&(g,Q,\Omega^{\prime}):g\inF(\Omega^{\prime}), where \\g_{*}Q=f_{*}P,\,supp(Q)=\Omega^{\prime}\}",,"M_{\varepsilon}(P)=\left\{ f :\Omega\toR^d\,\middle|\, f is a diffeomorphism,  f_{*}P\inP,\\Theta_{p}(f,\Omega)\leq\varepsilon\right\}","The set \(\mathcal{M}_{\varepsilon}(\mathbb{P})\) consists of all diffeomorphisms \(f\) from \(\Omega\) to \(\mathbb{R}^d\) such that the push-forward \(f_{*}\mathbb{P}\) belongs to \(\mathcal{P}\) and the isometry deviation \(\Theta_{p}(f,\Omega)\) is at most \(\varepsilon\)."
ICML_2024_oral_110,8,"&(g,Q,\Omega^{\prime})\in\\&\operatorname*{argmin}_{(\bar{g},\bar{Q},\Omega)\inM(f,P)}\int_{\Omega}dist((D\bar{g})^{-1}(g(s)),SO(d))^ {p}\,\bar{Q}(ds)",,"(g^{*},Q^{*},\Omega^{*})=\arg\min_{(g,Q,\Omega')\inM(f_{*}P)}\Theta_{p}(g,\Omega')","The triple \((g^{*},\mathbb{Q}^{*},\Omega^{*})\) minimizes the isometry deviation \(\Theta_{p}(g,\Omega')\) over all models generating the observed distribution."
ICML_2024_oral_110,9,"\|h\|_{P,q}\leq C_{1}\Theta_{p}(f,\Omega)",,"\|h\|_{L^{q}(\Omega)}\leq C(\Omega,p)\left(\int_{\Omega}dist(Df(s),SO(d))^{p}\,ds\right)^{1/p}","where \(h\) is the non-linear part of \(g^{-1} \circ f\) and \(C(\Omega,p)\) is a constant depending on the domain \(\Omega\) and exponent \(p\)."
ICML_2024_oral_110,10,x=f(s)=As+\eta h(s),where \(h:\mathbb{R}^{d}\to\mathbb{R}^{d}\) is a non-linear function and \(\eta\in\mathbb{R}\) is a small constant,"\|h\|_{P,q}\leq C_{1}\Theta_{p}(f,\Omega)","The function \(h\) measuring the nonlinearity of the deviation from a linear map is bounded in \(L^q(\mathbb{P})\) norm by a constant times the isometry deviation \(\Theta_{p}(f,\Omega)\)."
ICML_2024_oral_110,11,H(w)=EG(w^{\top}\Sigma_{X}^{-\frac{1}{2}}X),where \(\Sigma_{X}\) denotes the covariance matrix of \(X\) so that \(\Sigma_{X}^{-\frac{1}{2}}X\) is whitened and \(G\) is the so-called contrast function,"H(u)=\kappa_{4}(\langle u, X\rangle)",\(H(u)\) is the fourth cumulant (kurtosis) of the projection of \(X\) onto the unit vector \(u\).
ICML_2024_oral_110,12,\bar{w}_{i}=(AA^{\top})^{\frac{1}{2}}A^{-\top}e_{i},,A^{\top}\Sigma_{X}^{-\frac{1}{2}}w=e_{i},where \(e_{i}\) is the \(i\)-th standard basis vector in \(\mathbb{R}^{d}\).
ICML_2024_oral_110,13,"|G^{(k)}(x)|\leq C_{g}(1+|x|)^{\max(d_{g}-k,0)}",where \(G^{(k)}\) denotes the \(k\)-th derivative of \(G\),\bar{w}_{i}=(AA^{\top})^{\frac{1}{2}} A^{-\top} e_{i},\(\bar{w}_{i}\) is the vector such that \(\bar{w}_{i}^{\top}\Sigma_{X}^{-\frac{1}{2}}X = S_{i}\) in the linear mixing case.
ICML_2024_oral_110,14,E(|S|^{q})=M,,|S|_{L^{q}(P)}\leq M,The \(L^{q}\)-norm of the latent sources \(S\) under \(\mathbb{P}\) is bounded by \(M\).
