paper_id,equation_id,context,ground_truth_eq,ground_truth_description,generated_equation,generated_description
neurips_2024_oral_40,11,"Comparing this expression to Eq.2 reveals that the max-divergence is indeed a worst-case estimation of the KL divergence.

The KL divergence --also known as _relative entropy_-- between two distributions \(P\) and \(Q\) is always non-negative and equal to zero if and only if \(P=Q\). Moreover, in our setting, it is always finite due to the following remark.3

Footnote 3: We only need \(P\) to be absolutely continuous with respect to \(Q\); i.e., that for any event \(A\), we have \(P(A)=0\) whenever \(Q(A)=0\). We express our results in terms of identical supports for the sake of simplicity as they can be readily generalized to only require absolute continuity.

**Remark 1**.: In the execution Algorithm1, every distribution \(D_{\ell}\), for \(\ell\in[pR]\), has the same support. This must be the case since Line20 always preserves the support of \(D_{1}\).

On the other hand, the KL divergence is not a proper metric as it is not symmetric and it does not satisfy the triangle inequality, unlike the max-divergence. This introduces a number of difficulties in bounding the divergence between \(\mathcal{D}_{0}\) and \(\mathcal{D}_{r}\). Overcoming these challenges requires a deeper and highly novel analysis. Our results reveal that the KL divergence captures particularly well the behavior of our Boosting algorithm. We remark that we are not the first to relate KL divergence and Boosting, see e.g. Schapire and Freund (2012, Chapter 8 and the references therein), yet we make several new contributions to this connection.

To study the probability of obtaining a \(\gamma/2\)-approximation for \(D_{r}\) when sampling from \(D_{0}\), rather than using advanced composition, we employ the _duality formula for variational inference_(Donsker and Varadhan, 1975) --also known as _Gibbs variational principle_, or _Donsker-Varadhan formula_--to estimate such a probability in terms of \(\mathrm{KL}(D_{r}\parallel D_{0})\).

**Lemma 2.4** (Duality formula4).: _Given finite probability spaces \((\Omega,\mathcal{F},P)\) and \((\Omega,\mathcal{F},Q)\), if \(P\) and \(Q\) have the same support, then for any real-valued random variable \(\mathbf{X}\) on \((\Omega,\mathcal{F},P)\) we have that_

Footnote 4: Corollary of, e.g., Dembo and Zeitouni (1998, Lemma 6.2.13) or Lee (2022, Theorem 2.1). Presented here in a weaker form for the sake of simplicity.",\ln\mathbb{E}_{P}\big{[}e^{\mathbf{X}}\big{]}\geq\mathbb{E}_{Q}[\mathbf{X}]- \mathrm{KL}(Q\parallel P).,,\mathrm{KL}(D_{r}\parallel D_{0})\coloneqq\sum_{x\in\mathcal{X}}D_{r}(x)\ln \frac{D_{r}(x)}{D_{0}(x)}.,The Kullback-Leibler divergence between two distributions \(D_{r}\) and \(D_{0}\).
neurips_2024_oral_41,4,"Notice that, necessarily, \(M_{P}(x)\in\mathbb{R}^{d}_{\leq c}\) and \(\phi(M_{P}(x))\leq\phi(M_{P}(x))\leq\phi(x).\) Evaluating \(M_{P}\) amounts to solving an unconstrained optimization problem in a \(c\)-dimensional space.

\(\diamond\)**The V step (fixing \(V\)).** Similarly, given \(y\in\mathbb{R}^{d}_{c}\), we define the mapping","M_{V}(y)=M_{V,\phi}(y):=\arg\min_{x\in\mathbb{R}^{d}}\{\phi(x)\,:\,V(x)\subseteq V (y)\}.",,"V_{P}(y)=V_{P,\phi}(y):=\arg\min_{x\in\mathbb{R}^{d}}\{\phi(x)\,:\,V(x)=V(y)\}.",where \(V_{P}(y)\) is the mapping that minimizes the objective function \(\phi\) while keeping the vector \(V\) fixed.
neurips_2024_oral_48,3,"es. Observe that they are different for each layer, with the input and output neurons held fixed.

**Graph Metanetworks (GMNs).** A recently introduced weight space architecture [33, 44], takes advantage of the permutation symmetries and treats FFNNs (among others, e.g. CNNs) as graphs, processing them with conventional GNNs. In particular, let \(G=(\mathcal{V},\mathcal{E})\) be the computational graph, \(i\in\mathcal{V}\) an arbitrary vertex in the graph (neuron) and \((i,j)\in\mathcal{E}\) an arbitrary edge from vertex \(j\) to vertex \(i\).4 Additionally, let \(\mathbf{x}_{V}\in\mathbb{R}^{|\mathcal{V}|\times d_{\ell}}\) be the vertex features and \(\mathbf{x}_{E}\in\mathbb{R}^{|\mathcal{E}|\times d_{\ell}}\) the edge features (i.e. biases and weights resp. in a FFNN). The general form of a \(T\) iteration (layer) GMN reads:

Footnote 4: We use this convention to align with the indexing of the weights \(\mathbf{W}(i,j)\).","\mathbf{h}_{V}^{0}(i)=\mathrm{INIT}_{V}(\mathbf{x}_{V}(i )),\quad\mathbf{h}_{E}^{0}(i,j)=\mathrm{INIT}_{E}(\mathbf{x}_{ E}(i,j))",,"\mathbf{x}_{V}^{(t)}=\sigma\left(\mathbf{W}^{(t)}\mathbf{x}_{V}^{(t-1)}+\mathbf{b}^{(t)}\right),\quad \mathbf{x}_{E}^{(t)}=\mathbf{W}_{E}^{(t)}\mathbf{x}_{E}^{(t-1)}+\mathbf{b}_{E}^{(t)}","where \(t\): the iteration (layer) index, \(\mathbf{W}^{(t)}\): the weight matrix for vertex features at iteration \(t\), \(\mathbf{b}^{(t)}\): the bias vector for vertex features at iteration \(t\), \(\mathbf{W}_{E}^{(t)}\): the weight matrix for edge features at iteration \(t\), \(\mathbf{x}_{V}^{(t)}\): the vertex features at iteration \(t\), \(\mathbf{x}_{E}^{(t)}\): the edge features at iteration \(t\), \(\sigma\): activation function applied element-wise."
neurips_2024_oral_48,7,"4.1. Common examples are those discussed in Section 4, e.g. \(D_{i}=\{1,-1\}\)**or**\(D_{i}=\mathbb{R}^{+}\). The first case, i.e. _sign symmetries_, has been discussed in recent work [43, 40]. Here we generalise their architecture into arbitrary scaling groups. In specific, _Scale Equivariant_ networks follow the methodology of [40], i.e. they are compositions of multiple linear transformations multiplied elementwise with the output of _Scale Invariant_ functions:","\mathsf{ScaleInv}^{k}(\mathbf{X})=\rho^{k}(\tilde{\mathbf{x} }_{1},\ldots,\tilde{\mathbf{x}}_{n}),",,"g_{i}\big{(}q_{1}\mathbf{x}_{1},\ldots,q_{n}\mathbf{x}_{n}\big{)}=q_{i}g_{i} \mathbf{(x}_{1},\ldots,\mathbf{x}_{n}\big{)},\forall q_{i}\in D_{i},i\in\{1, \ldots,n\}",where \(D_{i}\) a 1-dimensional scaling group as defined in Proposition 4
neurips_2024_oral_48,10,"We call these functions _rescale equivariant_. Note, that this is an unusual symmetry in equivariant NN design. Our approach is based on the observation that _any n-other monomial containing variables from all vectors \(\mathbf{x}_{i}\) is rescale-equivariant_. Collecting all these monomials into a single representation is precisely the _outer product_\(\textbf{X}_{n}=\mathbf{x}_{1}\otimes\cdots\otimes\mathbf{x}_{n}\), where \(\textbf{X}_{n}(j_{1},\ldots,j_{n})=\prod_{i=1}^{n}\mathbf{x}_{i}(j_{i})\). Therefore, the general form of our proposed Rescale Equivariant Network is as follows:","\mathsf{ReScaleEq}(\mathbf{x}_{1},\ldots\mathbf{x}_{n})=\mathsf{ScaleEq} \big{(}\mathrm{vec}(\textbf{X}_{n})\big{)}.",,"\mathbf{h}^{\prime}_{V}(i) = g\big{(}q_{\ell}(i)\mathbf{h}_{V}(\pi_{\ell}(i)),\ldots,q_{\ell}(n)\mathbf{h}_{V}(\pi_{\ell}(n))\big{)},\quad\ell=\text{layer}(i) \in\{1,\ldots,L-1\}",where \(g\) is a rescale equivariant function that combines the vertex representations scaled by their respective multipliers \(q_{\ell}(i)\).
neurips_2024_oral_48,13,"Finally, to summarise our graph into a single scalar/vector we require a scale and permutation-invariant readout. The former is once more achieved using canonicalised/symmetrised versions of the vertex representations of hidden neurons, while the latter using a DeepSets architecture as usual:","\mathrm{READ}_{V}(\mathbf{X}):=\mathsf{DeepSets}(\tilde{ \mathbf{x}}_{1},\ldots,\tilde{\mathbf{x}}_{n}),\quad\tilde{\mathbf{x}}_{ i}=\mathsf{canon}_{i}(\mathbf{x}_{i})\text{ or }\tilde{\mathbf{x}}_{i}=\mathsf{symm}_{i}(\mathbf{x}_{i})",,\mathrm{READ}(\mathbf{h}_{V})=\mathsf{ScaleInv}(\mathsf{symm}(\mathbf{h}_{V})),"where \(\mathbf{h}_{V}\) are the vertex representations of hidden neurons, \(\mathsf{ScaleInv}\) is a scale invariant function, and \(\mathsf{symm}\) is a symmetrisation function."
neurips_2024_oral_58,2,"Training an autoregressive model \(p_{\theta}\) involves optimizing \(p_{\theta}(x_{t}\mid x_{1},x_{2},\dots,x_{t-1})\) over a dataset. This is known as the ""next-token prediction"", and the trained \(p_{\theta}\) can generate new sequences.

**Tokenization.** Images are inherently 2D continuous signals. To apply autoregressive modeling to images via next-token prediction, we must: 1) tokenize an image into several _discrete_ tokens, and 2) define a 1D _order_ of tokens for unidirectional modeling. For 1), a quantized autoencoder such as [30] is often used to convert the image feature map \(f\in\mathbb{R}^{h\times w\times C}\) to discrete tokens \(q\in[V]^{h\times w}\):","f=\mathcal{E}(im),\ \ \ \ \ q=\mathcal{Q}(f),","where \(im\) denotes the raw image, \(\mathcal{E}(\cdot)\) a encoder, and \(\mathcal{Q}(\cdot)\) a quantizer",q=\mathcal{Q}(\mathcal{E}(im)),"where \(im\) denotes the raw image, \(\mathcal{E}(\cdot)\) an encoder, and \(\mathcal{Q}(\cdot)\) a quantizer"
neurips_2024_oral_58,4,"\). To train the quantized autoencoder, \(Z\) is looked up by every \(q^{(i,j)}\) to get \(\hat{f}\), the approximation of original \(f\). Then a new image \(\hat{im}\) is reconstructed using the decoder \(\mathcal{D}(\cdot)\) given \(\hat{f}\), and a compound loss \(\mathcal{L}\) is minimized:","\hat{f} =\text{lookup}(Z,q),\ \ \ \ \ \ \ \ \hat{im}=\mathcal{D}(\hat{f}), || \mathcal{L} =\|im-\hat{im}\|_{2}+\|f-\hat{f}\|_{2}+\lambda_{\text{P}} \mathcal{L}_{\text{P}}(\hat{im})+\lambda_{\text{G}}\mathcal{L}_{\text{G}}( \hat{im}),",,"\hat{f}=\text{lookup}(Z,q),\ \ \ \ \ \hat{im}=\mathcal{D}(\hat{f}),\ \ \ \ \ \mathcal{L}=\|\hat{f}-f\|_{2}^{2}+\lambda\|\hat{im}-im\|_{2}^{2}.","where \(\hat{f}\) is the reconstructed feature map, and \(\mathcal{D}(\cdot)\) is the decoder function."
neurips_2024_oral_58,7,"Consequently, the main parameter count \(N\) of a VAR transformer with depth \(d\) is given by3:

Footnote 3: Due to resource limitation, we use a single shared adaptive layernorm (AdaLN) across all attention blocks in 512\(\times\)512 synthesis. In this case, the parameter count would be reduced to around \(12dw^{2}+6w^{2}\approx 49152\,d^{3}\).","N(d)=\underbrace{d\cdot 4w^{2}}_{\text{self-attention}}+\underbrace{d\cdot 8w^{2}} _{\text{feed-forward}}+\underbrace{d\cdot 6w^{2}}_{\text{adaptive layernorm}}=18\,dw^{2}=73728 \,d^{3}.",,"N \approx 12dw^{2}+6w^{2} \approx 49152\,d^{3}.",The main parameter count \(N\) of a VAR transformer with depth \(d\) is given by
neurips_2024_oral_59,3,"Here, \(g^{(t)},h\) are functions on the domain of multisets and \(f^{(t)}\) is a function on the domain of tuples. For each \(t\), the colorings \(c^{(t)}\) are graph invariants. When the subsets of nodes with the same colors cannot be further split into different color groups, the algorithm terminates; the stable coloring after convergence is denoted by \(c(G)\).

Choosing injective functions for all \(f^{(t)}\) and setting \(g^{(t)}\) and \(h\) as the identity function results in 1-WL (Weisfeiler et al., 1968). If \(f^{(t)},g^{(t)},h\) are chosen as suitable neural networks, one obtains a Message Passing Neural Network (MPNN). Xu et al. (2019) proved that MPNNs are as powerful as \(1\)-WL if the functions \(f^{(t)},g^{(t)}\), and \(h\) are injective on their respective domains. The \(k\)-WL algorithms uplift the expressive power of \(1\)-WL by considering interactions between \(k\)-tuples of nodes. This results in a hierarchy of strictly more powerful graph invariants (see Appendix B.1 for a formal definition).

### Homomorphism and Subgraph Counting Expressivity

A more nuanced graph invariant can be built by considering the occurrences of a motif \(F\).

**Definition 4**.: _Let \(F\in\mathcal{G}\). A graph invariant \(\zeta\) can homomorphism-count \(F\) if for all pairs \(G,H\in\mathcal{G}\)\(\zeta(G)=\zeta(H)\) implies \(\hom(F,G)=\hom(F,H)\). By analogy, \(\zeta\) can subgraph-count \(F\) if for all pairs \(G,H\in\mathcal{G}\), \(\zeta(G)=\zeta(H)\) implies \(\sub(F,G)=\sub(F,H)\)._

If \(\mathcal{F}\) is a family of graphs, we say that \(\zeta\) can homomorphism-count \(\mathcal{F}\) if \(\zeta\) can homomorphism-count every \(F\in\mathcal{F}\); we denote the vector of homomorphism-count by \(\hom(\mathcal{F},G)\coloneqq(\hom(F,G))_{F\in\mathcal{F}}\). Interpreting \(\hom(\mathcal{F},\cdot)\) as a graph invariant, given by \(G\mapsto\hom(\mathcal{F},G)\), another graph invariant \(\zeta\) can homomorphism-count \(\mathcal{F}\) if and only if \(\zeta\sqsubseteq\hom(\mathcal{F},\cdot)\).

The ability of a graph invariant to count homomorphisms is highly relevant because \(\hom(\mathcal{G},\cdot)\) is a complete graph invariant. Conversely, if \(\zeta\) is a complete graph invariant, then \(\zeta\) can homomorphism-count all graphs (Lovasz, 1967). Additionally, homomorphism-counting serves as a quantitative expressivity measure to compare different WL variants and GNNs, such as \(k\)-WL, Subgraph GNNs, and other methods (Lanzinger et al., 2024; B. Zhang et al., 2024), and allows for relating them to our proposed \(r\)-\(\ell\)WL variant, as detailed in Corollary 2.

## 4 Loopy Weisfeiler-Leman Algorithm

In this section, we introduce a new graph invariant by enhancing the direct neighborhood of nodes with _simple paths_ between neighbors.

**Definition 5**.: _Let \(G\in\mathcal{G}\). A simple path of length \(r\) is a collection \(\mathbf{p}=\{p_{i}\}_{i=1}^{r+1}\) of \(r+1\) nodes such that \(\{p_{i},p_{i+1}\}\in E(G)\) and \(i\neq j\implies p_{i}\neq p_{j}\) for every \(i,j\in\{1,\ldots,r\}\),._

Simple paths are the building blocks of \(r\)-neighborhoods, which in turn are the backbone of our \(r\)-\(\ell\)WL algorithm. The following definition is inspired by (Cantwell et al., 2019; Kirkley et al., 2021).

**Definition 6**.: _Let \(G\in\mathcal{G}\) and \(r\in\mathbb{N}\setminus\{0\}\), we define the \(r\)-neighborhood \(\mathcal{N}_{r}(v)\) of \(v\in V(G)\) as_","\mathcal{N}_{r}(v)\coloneqq\{\mathbf{p}\mid\mathbf{p}\text{ simple path of length }r,\,p_{1},p_{r+1}\in\mathcal{N}(v),v\notin\mathbf{p}\}\,.",,\mathcal{N}_{r}(v) \coloneqq \{u \in V(G) \mid \text{there exists a simple path of length } r \text{ from } v \text{ to } u\}.,The \(r\)-neighborhood of a node \(v\) in graph \(G\) is defined as the set of nodes \(u\) that can be reached from \(v\) via a simple path of length \(r\).
neurips_2024_oral_60,3,"le. Then, cross-decoder layers are stacked after self-decoder to obtain the final output \(X^{L}\). The KV caches \(\hat{K},\hat{V}\) are reused by all the \(\frac{L}{2}\) cross-decoder modules:","Q^{l} =\mathrm{LN}(X^{l})W_{Q}^{l} || Y^{l} =\mathrm{Attention}(Q^{l},\hat{K},\hat{V})+X^{l} || X^{l+1} =\mathrm{SwiGLU}(\mathrm{LN}(Y^{l}))+Y^{l}",,"\hat{K}_{i}=\hat{K},\quad\hat{V}_{i}=\hat{V}, \quad \text{for } i=1,\ldots,\frac{L}{2}",where \(\hat{K}_{i}\) and \(\hat{V}_{i}\) are the KV caches reused by each of the \(\frac{L}{2}\) cross-decoder modules.
neurips_2024_oral_60,6,"6]. The data-controlled decay is head-wise [19] rather than element-wise so that the computation can fully utilize NVIDIA tensor cores. Refer to [35] for more details about the other designs.

The Recurrent RepresentationBeing equivalent to Equation (5), the output of gated retention can be computed recurrently. For the \(n\)-th timestep, the output is obtained via:","\begin{split} S_{n}=\gamma_{n}S_{n-1}+K_{n}^{\intercal}V_{n}\\ g\mathrm{Ret}(X_{n})=Q_{n}S_{n},\quad n=1,\cdots,|x|\end{split}","where \(Q,K,V,\gamma\) are the same as in Equation (5)",X^{n} = \mathrm{gRet}(X^{n-1}) + X^{n-1},"where \(X^{n}\) is the output at the \(n\)-th timestep, and \(X^{n-1}\) is the input from the previous timestep."
neurips_2024_oral_8,3,"Subsequently, the MFP module calculates a binary mask matrix \(\mathbf{M}_{i}^{t}\in\{0,1\}^{|\mathbf{w}_{i}^{t}|}\) for pruning the fused local model \(\mathbf{w}_{i}^{t}\) (in line 3). The matrix \(\mathbf{M}_{i}^{t}\) is derived through the channel-wise \(\ell_{1}\) norm, which has proven to be effective and efficient in assessing the importance of parameters [47; 48]. The elements in \(\mathbf{M}_{i}^{t}\) with a value of ""0"" indicate the corresponding parameters that need to be pruned, while those with a value of ""1"" indicate the parameters that will be retained. The pruning ratio \(\rho_{i}\) determines the proportion of ""0"" in \(\mathbf{M}_{i}^{t}\).3 Finally, the MFP module prunes the local model \(\mathbf{w}_{i}^{t}\) with the binary mask matrix \(\mathbf{M}_{i}^{t}\) (in line 4). The pruned model can be represented as \(\mathbf{w}_{i}^{t}\odot\mathbf{M}_{i}^{t}\). It is noteworthy that, the pruning strategy used in our DapperFL is structural pruning strategy (channel pruning), which is a hardware-friendly approach that can be easily implemented with popular machine learning libraries such as PyTorch, making it particularly suitable for deployment on edge devices.

Footnote 3: Following the conventional setting in heterogeneous FL [21; 11; 5; 12], we make the fundamental assumption that the system capabilities of the devices are available to the server and the pruning ratios for all devices are appropriately determined according to the system information.

### Domain Adaptive Regularization

In FL, each client \(i\in\mathcal{C}\) possess private local data \(\mathcal{D}_{i}=\{x_{i},y_{i}\}^{N_{i}}\), where \(x\in\mathcal{X}\) denotes the input, \(y\in\mathcal{Y}\) denotes the corresponding label, and \(N_{i}\) represents the local data sample size. The data distribution \(p_{i}(x,y)\) of client \(i\) typically varies from that of other clients, i.e., \(p_{i}(x)\neq p_{j}(x),p_{i}(x|y)\neq p_{j}(x|y)\), leading to the domain shifts problem. Due to the existence of domain shifts, representation \(z_{i}\) generated by the local encoder varies among different clients, resulting in degraded prediction results of the local predictor. To address the domain shifts problem, we design a DAR module to enhance the performance of DapperFL across multiple domains while maintaining compatibility with the MFP module.

Specifically, the DAR module introduces a regularization term to the local objective to alleviate the bias of representations \(z_{i}\) on different clients adaptively. To achieve this goal, we first segment each pruned local model \(\mathbf{w}\odot\mathbf{M}\) into two parts, i.e., an encoder \(\mathbf{w}_{e}\odot\mathbf{M}_{e}\) and a predictor \(\mathbf{w}_{p}\odot\mathbf{M}_{p}\), where \(\mathbf{w}=\{\mathbf{w}_{e},\mathbf{w}_{p}\}\) and \(\mathbf{M}=\{\mathbf{M}_{e},\mathbf{M}_{p}\}\).4 The encoder is responsible for learning a representation \(z_{i}\) given an input \(x_{i}\), denoted as \(z_{i}=g_{e}(\mathbf{w}_{e}\odot\mathbf{M}_{e};x_{i})\). While the predictor is responsible for predicting label \(\hat{y}_{i}\) given the representation \(z_{i}\), denoted as \(\hat{y}_{i}=g_{p}(\mathbf{w}_{p}\odot\mathbf{M}_{p};z_{i})\). Subsequently, we construct a regularization term \(\mathcal{L}^{DAR}\) on the local objective as follows:

Footnote 4: We omit the client index \(i\) and the communication round index \(t\) for notation simplicity. In this work, all layers except the final linear layer act as the encoder, while the last linear layer of the model acts as the predictor.",\mathcal{L}^{DAR}_{i}=||g_{e}(\mathbf{w}_{e}\odot\mathbf{M}_{e};x_{i})||_{2}^{2}.,,"\mathcal{L}^{DAR}=\frac{1}{N_{i}}\sum_{j=1}^{N_{i}}\mathcal{L}(y_{i}^{(j)},\hat{y}_{i}^{(j)})+\lambda\|\mathbf{w}_{e}\odot\mathbf{M}_{e}\|_{2}^{2},","where \(\mathcal{L}(y_{i}^{(j)},\hat{y}_{i}^{(j)})\) is the loss function for the prediction, \(\lambda\) is the regularization coefficient, and \(\|\mathbf{w}_{e}\odot\mathbf{M}_{e}\|_{2}^{2}\) represents the \(\ell_{2}\) norm of the pruned encoder weights."
