paper_id,equation_id,context,ground_truth_eq,ground_truth_description,generated_equation,generated_description
neurips_2024_oral_56,4,"As illustrated in Figure 3 (b), the actual performance distribution of RB (including \(\mathcal{B}_{Acc=90\%}\) and \(\mathcal{B}_{Acc=10\%}\)) in natural language mathematical reasoning task fully aligns with the proposed combination law in Equation (3). Additionally, there are also obviously three RBs in Figure 3 (b).

Combination Law in Multi-hop ReasoningBeyond the realm of mathematics, we further extend our exploration of the combination law to the field of multi-hop question answering. Specifically, we validate our law on HotpotQA (Yang et al., 2018), where we define the reasoning boundary as the combination of global hop-planning RB and local knowledge entity reasoning RB. As shown in Figure 3 (c), \(\mathcal{B}_{Acc=90\%}\) and \(\mathcal{B}_{Acc=10\%}\) also satisfy the weighted harmonic mean of these two sub-reasoning boundaries. It is also proved that, in addition to math-related tasks, multi-hop question answering also satisfies our proposed combined law and also exhibits three distinct RBs. We will describe in detail how to calculate the combination law on multi-hop reasoning in Appendix E.

### Nature Analysis for different Reasoning Boundary

According to the definition of different RBs, we have divided the problem into three parts for LLMs. In this section, we will verify whether the defined RB adheres to the intrinsic nature of the model itself. We will discuss the natures of these RBs in detail:

CFRB **means complete mastery of the model even without demonstration.** According to the definition, we assume that a question within CFRB implies a comprehensive understanding of the

Figure 3: Combination law verification of RB on different tasks. More verification results on other tasks are shown in Figure 12.

associated issue for a certain LLM. To verify this, following Zhang et al. (2022) and Wei et al. (2022), we formulate a mathematical request and generate chain-of-thought rationale and answer through zero-shot prompting without any demonstration. As shown in Figure 4 (a), it still achieves 29.2% improvement in CFRB on generating the correct rationale compared to other RBs. This also proves that the model can indeed master tasks well on the questions in CFRB.

PFRB **means moderate confidence in its solution and needs consensus building process.** To gauge the level of performance and confidence, we draw parallels to human decision-making, where moderate confidence often necessitates multiple times of consensus building. Inspired by this, we investigate it on Self-Consistency (Wang et al., 2022), which integrates results from various reasoning answers to reach a conclusive answer. Figure 4 (b) demonstrates that as the integration of reasoning paths increases, the accuracy improves significantly within PFRB compared with other RBs. This suggests that within PFRB, the LLM exhibits moderate confidence in solving problems, which needs multiple consensus building.

CIRB **exhibits poor reasoning performance even with consensus building.** As illustrated in Figure 4 (a), questions in CIRB display extremely low accuracy (around 9.5%). And the model shows consistently poor performance and no improvement on Self-consistency in this boundary in Figure 4. It signifies that the model exhibits poor reasoning performance.

**LLM has self-awareness of its own RBs.** In parallel, a natural question arises: _Is the model capable of discerning its inherent RBs?_ To investigate this, we employ the Synthetic-CoT (Shao et al., 2023) to prompt LLM to generate CoT data. As depicted in Figure 4 (c), the results demonstrated that there are over 65% of generated samples within CFRB, which achieves a much higher percentage and performance than other RBs. This suggests that LLMs possess an intrinsic understanding of their RBs and constraints to generate the task they grasp, indicative of a potential for self-assessment.

**Takeaways:** (1) Reasoning boundary (RB) and the combination law of RB are both widespread across a series of tasks. (2) Different categories of RB can reflect the corresponding performance, and the model can also have a self-understanding of its own RB.

## 5 RB-based CoT Optimization

### How can we improve CoT by optimizing RB?

Based on our framework, the reasoning boundary limits the performance of the model. The simplest approach to improve CoT is to optimize the step calculation RB \(\mathcal{B}(c)\) to promote the value of RB. Specifically, Tool-Usage (Paranjape et al., 2023) and Program-of-Thought (PoT) (Chen et al., 2024) have shown significant success in CoT optimization. We explain the rationale behind their effectiveness, why PoT consistently outperforms direct Tool Usage (Yao et al., 2023; Chen et al., 2023), and take them as examples to demonstrate how to improve CoT by promoting RB.

Figure 4: Nature analysis at different reasoning boundaries. For Figure (c), all demosntrations in CIRB are special value points obtained by calculation methods similar to \(25000\times 1000\). In fact, no real CIRB demosntrations are obtained.

**Tool Usage can boost the value of RB for an LLM.** When the model uses tools [14], we can simply think that the model can perform calculations with infinite precision, so that the RB of mathematical calculations tends to infinity, viz \(\mathcal{B}(c)\rightarrow+\infty\). It is obvious that the combined RB of the model can be calculated as:","\mathcal{B}^{\mathsf{Tool}}(c,p)=\lim_{\mathcal{B}(c)arrow+\infty}\frac{ 1}{\frac{N_{1}}{(\mathcal{B}(c)-b_{1})}+\frac{N_{2}}{(\mathcal{B}(p)-b_{2})}}= \frac{\mathcal{B}(p)-b_{2}}{N_{2}}.",,"\mathcal{B}_{\text{Acc}=K_{1}}(t_{1},t_{2},\dots,t_{n}|m)\approx\frac{1}{\sum _{i=1}^{n}\frac{N_{i}}{\mathcal{B}_{\text{Acc}=K_{1}}(t_{i}|m)-b_{i}}},",where $ \mathcal{B}_{\text{Acc}=K_{1}}(t_{i}|m) $ denotes the reasoning boundary of model $ m $ for task $ t_{i} $
neurips_2024_oral_57,1,"### Holistic Facial Dynamics Generation with Diffusion Transformer

Given the constructed face latent space and trained encoders, we can extract the facial dynamics and head movements from real-life talking face videos and train a generative model. Crucially, we consider identity-agnostic holistic facial dynamics generation (HFDG), where our learned latent codes represent all facial movements such as lip motion, (non-lip) expression, and eye gaze and blinking. This is in contrast to existing methods that apply separate models for different factors with interleaved regression and generative formulations [62; 76; 71; 60; 74]. Furthermore, previous methods often train on a limited number of identities [74; 68; 21] and cannot model the wide range of motion patterns of different humans, especially given an expressive motion latent space.

In this work, we utilize diffusion models for audio-conditioned HFDG and train on massive talking face videos from a large number of identities. In particular, we apply a transformer architecture [58; 38; 52] for our sequence generation task. Figure 2 shows an overview of our HFDG framework.

Formally, a motion sequence extracted from a video clip is defined as \(\mathbf{X}=\{[\mathbf{z}_{i}^{pose},\mathbf{z}_{i}^{dyn}]\},i=1,\ldots,W\). Given its accompanying audio clip \(\mathbf{a}\), we extract the synchronized audio features \(\mathbf{A}=\{\mathbf{f}_{i}^{audio}\}\), for which we use a pretrained feature extractor Wav2Vec2 [3].

Diffusion formulation.Diffusion models define two Markov chains [27; 47; 48], the forward chain progressively adds Gaussian noise to the target data, while the reverse chain iteratively restores the raw signal from noise. Following the denoising score matching objective [48], we define the simplified loss function as","\mathbb{E}_{t\sim\mathcal{U}[1,T],\;\mathbf{X}^{0},\mathbf{C}\sim q(\mathbf{ X}^{0},\mathcal{C})}(\|\mathbf{X}^{0}-\mathcal{H}(\mathbf{X}^{t},t,\mathbf{C})\|^{2}),","where \(t\) denotes the time step, \(\mathbf{X}^{0}=\mathbf{X}\) is the raw motion latent sequence, and \(\mathbf{X}^{t}\) is the noisy inputs generated by the diffusion forward process \(q(\mathbf{X}^{t}|\mathbf{X}^{t-1})=\mathcal{N}(\mathbf{X}^{t};\sqrt{1-\beta_{ t}}\mathbf{X}^{t-1},\beta_{t}\text{I})\)","\begin{equation}
    \mathcal{L} = \mathbb{E}_{t, \mathbf{x}_t, \boldsymbol{\epsilon}} \left[ \| \boldsymbol{\epsilon} - \boldsymbol{\epsilon}_\theta(\mathbf{x}_t, t, \mathbf{A}) \|^2 \right],
\end{equation}","where $\boldsymbol{\epsilon}_\theta$ is the neural network predicting the noise residual conditioned on the audio features $\mathbf{A}$, and $\mathcal{L}$ represents the expected loss over time steps $t$, noisy samples $\mathbf{x}_t$, and noise terms $\boldsymbol{\epsilon}$."
neurips_2024_oral_57,2,"\). \(\mathcal{H}\) is our transformer network which predicts the raw signal itself instead of noise. \(\mathbf{C}\) is the condition signal, to be described next.

Conditioning signals.The primary condition signal for our audio-driven motion generation task is the audio feature sequence \(\mathbf{A}\). We also incorporate several additional signals, which not only make the generative modeling more tractable but also increase the generation controllability.

Specifically, we consider the main eye gaze direction \(\mathbf{g}\), head-to-camera distance \(d\), and emotion offset \(\mathbf{e}\). The main gaze direction, \(\mathbf{g}=(\theta,\phi)\), is defined by a vector in spherical coordinates. It specifies the focused direction of the generated talking face. We extract \(\mathbf{g}\) for the training video clips using [2] on each frame followed by a simple histogram-based clustering algorithm. The head distance \(d\) is a normalized scalar controlling the distance between the face and the virtual camera, which affects the face scale in the generated face video. We obtain this scale label for the training videos using [17]. The emotion offset \(\mathbf{e}\) modulates the depicted emotion on the talking face. Note that emotion is often intrinsically linked to and can be largely inferred from audio; hence, \(\mathbf{e}\) serves only as a _global offset_ added to enhance or moderately alter the emotion when required. It is _not_ designed to achieve a total emotion shift during inference or produce emotions incongruent with the input audio. In practice, we use the averaged emotion coefficients extracted by [43] as our emotion signal.

In order to achieve a seamless transition between adjacent windows, we incorporate the last \(K\) frames of the audio feature and generated motions from the previous window as the condition of the current one. To summarize, our input condition can be denoted as \(\mathbf{C}=[\mathbf{X}^{pre},\mathbf{A}^{pre};\mathbf{A},\mathbf{g},d, \mathbf{e}]\). All conditions are concatenated with noise along the temporal dimension as the input to the transformer.

Classifier-free guidance (CFG) [28].In the training stage, we randomly drop each of the input conditions. During inference, we apply","\hat{\mathbf{X}}^{0}=(1+\sum_{\mathbf{e}\in\mathbf{C}}\lambda_{\mathbf{e}}) \cdot\mathcal{H}(\mathbf{X}^{t},t,\mathbf{C})-\sum_{\mathbf{e}\in\mathbf{C}} \lambda_{c}\cdot\mathcal{H}(\mathbf{X}^{t},t,\mathbf{C}|_{\mathbf{e}=\emptyset})",,"\mathbf{C} = [\mathbf{X}^{pre}, \mathbf{A}^{pre}; \mathbf{A}, \mathbf{g}, d, \mathbf{e}]","Concatenated conditioning signal including previous motion and audio, current audio, gaze direction, head distance, and emotion offset."
neurips_2024_oral_58,1,"### Preliminary: autoregressive modeling via next-token prediction

**Formulation.** Consider a sequence of discrete tokens \(x=(x_{1},x_{2},\dots,x_{T})\), where \(x_{t}\in[V]\) is an integer from a vocabulary of size \(V\). The next-token autoregressive posits the probability of observing the current token \(x_{t}\) depends only on its prefix \((x_{1},x_{2},\dots,x_{t-1})\). This **unidirectional token dependency assumption** allows for the factorization of the sequence \(x\)'s likelihood:","p(x_{1},x_{2},\dots,x_{T})=\prod_{t=1}^{T}p(x_{t}\mid x_{1},x_{2},\dots,x_{t-1 }).",,P(x) = \prod_{t=1}^T P(x_t \mid x_{<t}),"The likelihood of a sequence $x$ factorized into the product of conditional probabilities of each token $x_t$ given its prefix, with $T$ tokens and vocabulary size $V$."
neurips_2024_oral_58,2,"Training an autoregressive model \(p_{\theta}\) involves optimizing \(p_{\theta}(x_{t}\mid x_{1},x_{2},\dots,x_{t-1})\) over a dataset. This is known as the ""next-token prediction"", and the trained \(p_{\theta}\) can generate new sequences.

**Tokenization.** Images are inherently 2D continuous signals. To apply autoregressive modeling to images via next-token prediction, we must: 1) tokenize an image into several _discrete_ tokens, and 2) define a 1D _order_ of tokens for unidirectional modeling. For 1), a quantized autoencoder such as [30] is often used to convert the image feature map \(f\in\mathbb{R}^{h\times w\times C}\) to discrete tokens \(q\in[V]^{h\times w}\):","f=\mathcal{E}(im),\ \ \ \ \ q=\mathcal{Q}(f),","where \(im\) denotes the raw image, \(\mathcal{E}(\cdot)\) a encoder, and \(\mathcal{Q}(\cdot)\) a quantizer",q = \text{Quantize}(f) \in [V]^{h \times w}.,The quantization function maps a continuous feature map $f$ to a grid of discrete tokens $q$ from a vocabulary of size $V$.
neurips_2024_oral_58,3,"er. The quantizer typically includes a learnable codebook \(Z\in\mathbb{R}^{V\times C}\) containing \(V\) vectors. The quantization process \(q=\mathcal{Q}(f)\) will map each feature vector \(f^{(i,j)}\) to the code index \(q^{(i,j)}\) of its nearest code in the Euclidean sense:","q^{(i,j)}=(\operatorname*{arg\,min}_{v\in[V]}\|\text{lookup}(Z,v)-f^{(i,j)} \|_{2})\in[V],","where \(\text{lookup}(Z,v)\) means taking the \(v\)-th vector in codebook \(Z\)","q^{(i,j)} = \arg\min_{k \in [V]} \|f^{(i,j)} - Z_k\|^2,","where $Z_k$ denotes the $k$-th codevector in the codebook $Z$, and $\|\cdot\|^2$ represents the squared Euclidean distance used for nearest-neighbor quantization."
neurips_2024_oral_58,4,"\). To train the quantized autoencoder, \(Z\) is looked up by every \(q^{(i,j)}\) to get \(\hat{f}\), the approximation of original \(f\). Then a new image \(\hat{im}\) is reconstructed using the decoder \(\mathcal{D}(\cdot)\) given \(\hat{f}\), and a compound loss \(\mathcal{L}\) is minimized:","\hat{f} =\text{lookup}(Z,q),\ \ \ \ \ \ \ \ \hat{im}=\mathcal{D}(\hat{f}), || \mathcal{L} =\|im-\hat{im}\|_{2}+\|f-\hat{f}\|_{2}+\lambda_{\text{P}} \mathcal{L}_{\text{P}}(\hat{im})+\lambda_{\text{G}}\mathcal{L}_{\text{G}}( \hat{im}),",,"\hat{f}=\text{lookup}(Z,q),\ \ \ \ \ \hat{im}=\mathcal{D}(\hat{f}),\ \ \ \ \ \mathcal{L}=\underbrace{\|\hat{im}-im\|_{2}^{2}}_{\text{reconstruction loss}}+\beta\underbrace{\|\text{sg}[f]-\hat{f}\|_{2}^{2}}_{\text{codebook loss}}+\gamma\underbrace{\|\text{sg}[\hat{f}]-f\|_{2}^{2}}_{\text{commitment loss}},","where $\text{sg}[\cdot]$ denotes the stop-gradient operation, and $\beta,\gamma$ are weighting coefficients for the codebook and commitment losses, respectively."
neurips_2024_oral_58,5,"ts. Once the autoencoder \(\{\mathcal{E},\mathcal{Q},\mathcal{D}\}\) is fully trained, it will be used to tokenize images for subsequent training of a unidirectional autoregressive model.

The image tokens in \(q\in[V]^{h\times w}\) are arranged in a 2D grid. Unlike natural language sentences with an inherent left-to-right ordering, the order of image tokens must be explicitly defined for unidirectional autoregressive learning. Previous AR methods [30, 92, 51] flatten the 2D grid of \(q\) into a 1D sequence \(x=(x_{1},\dots,x_{h\times w})\) using some strategy such as row-major raster scan, spiral, or z-curve order. Once flattened, they can extract a set of sequences \(x\) from the dataset, and then train an autoregressive model to maximize the likelihood in (1) via next-token prediction.

**Discussion on the weakness of vanilla autoregressive models.** The above approach of tokenizing and flattening enable next-token autoregressive learning on images, but introduces several issues:

1. **Mathematical premise violation.** In quantized autoencoders (VQVAEs), the encoder typically produces an image feature map \(f\) with inter-dependent feature vectors \(f^{(i,j)}\) for all \(i,j\). So after quantization and flattening, the token sequence \((x_{1},x_{2},\dots,x_{h\times w})\) retains _bidirectional_ correlations. This contradicts the _unidirectional_ dependency assumption of autoregressive models, which dictates that each token \(x_{t}\) should only depend on its prefix \((x_{1},x_{2},\dots,x_{t-1})\).
2. **Inability to perform some zero-shot generalization.** Similar to issue 1), The unidirectional nature of image autoregressive modeling restricts their generalizability in tasks requiring bidirectional reasoning. E.g., it cannot predict the top part of an image given the bottom part.
3. **Structural degradation.** The flattening disrupts the spatial locality inherent in image feature maps. For example, the token \(q^{(i,j)}\) and its 4 immediate neighbors \(q^{(i\pm 1,j)}\), \(q^{(i,j\pm 1)}\) are closely correlated due to their proximity. This spatial relationship is compromised in the linear sequence \(x\), where _uni_directional constraints diminish these _cor_relations.

4. **Inefficiency.** Generating an image token sequence \(x=(x_{1},x_{2},\dots,x_{n\times n})\) with a conventional self-attention transformer incurs \(\mathcal{O}(n^{2})\) autoregressive steps and \(\mathcal{O}(n^{6})\) computational cost.

Issues 2) and 3) are evident (see examples above). Regarding issue 1), we present empirical evidence in Appendix C. The proof of issue 3) is detailed in Appendix D. These theoretical and practical limitations call for a rethinking of autoregressive models in the context of image generation.

### Visual autoregressive modeling via next-scale prediction

**Reformulation.** We reconceptualize the autoregressive modeling on images by shifting from ""next-token prediction"" to ""next-scale prediction"" strategy. Here, the autoregressive unit is _an entire token map_, rather than _a single token_. We start by quantizing a feature map \(f\in\mathbb{R}^{h\times w\times C}\) into \(K\) multi-scale token maps \((r_{1},r_{2},\dots,r_{K})\), each at a increasingly higher resolution \(h_{k}\times w_{k}\), culminating in \(r_{K}\) matches the original feature map's resolution \(h\times w\). The autoregressive likelihood is formulated as:","p(r_{1},r_{2},\dots,r_{K})=\prod_{k=1}^{K}p(r_{k}\mid r_{1},r_{2},\dots,r_{k-1 }),","where each autoregressive unit \(r_{k}\in[V]^{h_{k}\times w_{k}}\) is the token map at scale \(k\) containing \(h_{k}\times w_{k}\) tokens, and the sequence \((r_{1},r_{2},\dots,r_{k-1})\) serves as the the ""prefix"" for \(r_{k}\)","p(r_{1},r_{2},\dots,r_{K})=\prod_{k=1}^{K}p(r_{k}\mid r_{1},r_{2},\dots,r_{k-1}),","The joint probability of multi-scale token maps is factorized into a product of conditional probabilities, where each scale $r_k$ is predicted autoregressively based on all previous coarser scales $r_1, \dots, r_{k-1}$."
neurips_2024_oral_58,6,"\). During the \(k\)-th autoregressive step, all distributions over the \(h_{k}\times w_{k}\) tokens in \(r_{k}\) will be generated in parallel, conditioned on \(r_{k}\)'s prefix and associated \(k\)-th position embedding map. This ""next-scale prediction"" methodology is what we define as visual autoregressive modeling (VAR), depicted on the right side of Fig. 4. Note that in the training of VAR, a block-wise causal attention mask is used to ensure that each \(r_{k}\) can only attend to its prefix \(r_{\leq k}\). During inference, kv-caching can be used and no mask is needed.

**Discussion.** VAR addresses the previously mentioned three issues as follows:

1. The mathematical premise is satisfied if we constrain each \(r_{k}\) to depend only on its prefix, that is, the process of getting \(r_{k}\) is solely related to \(r_{\leq k}\). This constraint is acceptable as it aligns with the natural, coarse-to-fine progression characteristics like human visual perception and artistic drawing (as we discussed in Sec. 1). Further details are provided in the _Tokenization_ below.
2. The spatial locality is preserved as (i) there is no flattening operation in VAR, and (ii) tokens in each \(r_{k}\) are fully correlated. The multi-scale design additionally reinforces the spatial structure.
3. The complexity for generating an image with \(n\times n\) latent is significantly reduced to \(\mathcal{O}(n^{4})\), see Appendix for proof. This efficiency gain arises from the _parallel_ token generation in each \(r_{k}\).

**Tokenization.** We develope a new multi-scale quantization autoencoder to encode an image to \(K\) multi-scale discrete token maps \(R=(r_{1},r_{2},\dots,r_{K})\) necessary for VAR learning (6). We employ the same architecture as VQGAN [30] but with a modified multi-scale quantization layer. The encoding and decoding procedures with residual design on \(f\) or \(\hat{f}\) are detailed in algorithms 1 and 2. We empirically find this residual-style design, akin to [51], can perform better than independent interpolation. Algorithm 1 shows that each \(r_{k}\) would depend only on its prefix \((r_{1},r_{2},\dots,r_{k-1})\)

Figure 4: **VAR involves two separated training stages. Stage 1: a multi-scale VO autoencoder encodes an image into \(K\) token maps \(R=(r_{1},r_{2},\dots,r_{K})\) and is trained by a compound loss (5). For details on “Multi-scale quantization” and “Embedding”, check Algorithm 1 and 2. Stage 2: a VAR transformer is trained via next-scale prediction (6): it takes \((\texttt{[s]},r_{1},r_{2},\dots,r_{K-1})\) as input to predict \((r_{1},r_{2},r_{3},\dots,r_{K})\). The attention mask is used in training to ensure each \(r_{k}\) can only attend to \(r_{\leq k}\). Standard cross-entropy loss is used.**

Note that a shared codebook \(Z\) is utilized across all scales, ensuring that each \(r_{k}\)'s tokens belong to the same vocabulary \([V]\). To address the information loss in upscaling \(z_{k}\) to \(h_{K}\times w_{K}\), we use \(K\) extra convolution layers \(\{\phi_{k}\}_{k=1}^{K}\). No convolution is used after downsampling \(f\) to \(h_{k}\times w_{k}\).

```
1Inputs: raw image \(im\);
2Hyperparameters: steps \(K\), resolutions \((h_{k},w_{k})_{k=1}^{K}\);
3\(f=\mathcal{E}(im)\), \(R=[]\);
4for\(k=1,\dots,K\)do
5\(r_{k}=\mathcal{Q}(\text{interpolate}(f,h_{k},w_{k}))\);
6\(R=\text{queue}_{\text{push}}(R,r_{k})\);
7\(z_{k}=\text{lookup}(Z,r_{k})\);
8\(z_{k}=\text{interpolate}(z_{k},h_{K},w_{K})\);
9\(f=f-\phi_{k}(z_{k})\);
10Return: multi-scale tokens \(R\);
```

**Algorithm 1** Multi-scale VQVAE Encoding

## 4 Implementation details

**VAR tokenizer.** As aforementioned, we use the vanilla VQVAE architecture [30] and a multi-scale quantization scheme with \(K\) extra convolutions (0.03M extra parameters). We use a shared codebook for all scales with \(V=4096\). Following the baseline [30], our tokenizer is also trained on OpenImages [50] with the compound loss (5) and a spatial downsample ratio of \(16\times\).

**VAR transformer.** Our main focus is on VAR algorithm so we keep a simple model architecture design. We adopt the architecture of standard decoder-only transformers akin to GPT-2 and VQGAN [67; 30] with adaptive normalization (AdaLN), which has widespread adoption and proven effectiveness in many visual generative models [47; 48; 46; 75; 74; 43; 64; 19]. For class-conditional synthesis, we use the class embedding as the start token [s] and also the condition of AdaLN. We found normalizing \(queries\) and \(keys\) to unit vectors before attention can stablize the training. We do not use advanced techniques in large language models, such as rotary position embedding (RoPE), SwiGLU MLP, or RMS Norm [83; 84]. Our model shape follows a simple rule like [44] that the width \(w\), head counts \(h\), and drop rate \(dr\) are linearly scaled with the depth \(d\) as follows:","w=64d,\qquad h=d,\qquad dr=0.1\cdot d/24.",,"R=(r_{1},r_{2},\dots,r_{K})\sim\text{Multi-scale VQVAE}(im),","where $R$ denotes the set of multi-scale token maps generated by the Multi-scale VQVAE from the input image $im$, with each $r_{k}$ representing a token map at resolution $h_{k}\times w_{k}$"
neurips_2024_oral_58,7,"Consequently, the main parameter count \(N\) of a VAR transformer with depth \(d\) is given by3:

Footnote 3: Due to resource limitation, we use a single shared adaptive layernorm (AdaLN) across all attention blocks in 512\(\times\)512 synthesis. In this case, the parameter count would be reduced to around \(12dw^{2}+6w^{2}\approx 49152\,d^{3}\).","N(d)=\underbrace{d\cdot 4w^{2}}_{\text{self-attention}}+\underbrace{d\cdot 8w^{2}} _{\text{feed-forward}}+\underbrace{d\cdot 6w^{2}}_{\text{adaptive layernorm}}=18\,dw^{2}=73728 \,d^{3}.",,N\approx 12dw^{2}+6w^{2}+6dw^{2}/d=18dw^{2}+6w^{2}.,"The main parameter count $N$ of a VAR transformer with depth $d$ is derived from the model's architecture components, including attention blocks and adaptive normalization layers."
neurips_2024_oral_59,1,"### Message Passing Neural Networks and Weisfeiler-Leman

Message passing is an iterative algorithm that updates the _colors_ of each node \(v\in V(G)\) as","c^{(t+1)}(v)\gets f^{(t+1)}(c^{(t)}(v),g^{(t+1)}(\{\{c ^{(t)}(u)\mid u\in\mathcal{N}(v)\}\})).",,"tags and the description in <description>. The example equation uses a function c_v^{(t)} that updates based on the previous color and the sum of colors from neighbors. 

I should follow that structure. Let me think about the notation. The node's color at iteration t would be c_v^{(t)}, and it's a function of the previous color c_v^{(t-1)} and the sum of the neighbors' colors. The function f is likely a neural network or some aggregation function. 

The equation should show the update rule. So, the left side would be c_v^{(t)}, and the right side would involve f applied to c_v^{(t-1)} and the sum over neighbors. The sum could be written as \sum_{u \in N(v)} c_u^{(t-1)}, where N(v) is the neighborhood of v. 

I need to make sure the LaTeX is correct. Use \mathcal{N}(v) for the neighborhood? Or maybe just N(v). Let me check standard notation. In graph theory, N(v) is common for neighbors. 

Also, the description should be a one-sentence variable description. The example used ""where $f$ is a learnable function..."", so I should mirror that. 

Putting it all together: The equation is c_v^{(t)} = f\left(c_v^{(t-1)}, \sum_{u \in N(v)} c_u^{(t-1)}\right). 

Check for proper LaTeX syntax. The subscript in the sum should be in braces if needed. Also, using \left and \right for parentheses. 

Yes, that looks right. The description would explain that f is learnable and how the node's color is updated based on its previous state and neighbors' colors.
</think>",". The example equation uses a function c_v^{(t)} that updates based on the previous color and the sum of colors from neighbors. 

I should follow that structure. Let me think about the notation. The node's color at iteration t would be c_v^{(t)}, and it's a function of the previous color c_v^{(t-1)} and the sum of the neighbors' colors. The function f is likely a neural network or some aggregation function. 

The equation should show the update rule. So, the left side would be c_v^{(t)}, and the right side would involve f applied to c_v^{(t-1)} and the sum over neighbors. The sum could be written as \sum_{u \in N(v)} c_u^{(t-1)}, where N(v) is the neighborhood of v. 

I need to make sure the LaTeX is correct. Use \mathcal{N}(v) for the neighborhood? Or maybe just N(v). Let me check standard notation. In graph theory, N(v) is common for neighbors. 

Also, the description should be a one-sentence variable description. The example used ""where $f$ is a learnable function..."", so I should mirror that. 

Putting it all together: The equation is c_v^{(t)} = f\left(c_v^{(t-1)}, \sum_{u \in N(v)} c_u^{(t-1)}\right). 

Check for proper LaTeX syntax. The subscript in the sum should be in braces if needed. Also, using \left and \right for parentheses. 

Yes, that looks right. The description would explain that f is learnable and how the node's color is updated based on its previous state and neighbors' colors.
</think>

<latex>
$$
c_v^{(t)} = f\left(c_v^{(t-1)}, \sum_{u \in N(v)} c_u^{(t-1)}\right)
$$
</latex>"
neurips_2024_oral_59,2,The graph output after \(t\) iterations is given by,c^{(t)}(G)\coloneqq h(\{\{c^{(t)}(v)\mid v\in V(G)\}\} ).,,h^{(t)}(G)\gets h^{(t)}(\{\{c^{(t)}(v)\mid v\in V(G)\}\}).,The graph-level representation at iteration $t$ is obtained by applying a readout function $h^{(t)}$ to the multiset of node colors $c^{(t)}(v)$ across all nodes $v$ in the graph $G$.
